A2,A6,A7,A9,class,contam,num,std,Hyperfeature_1,Hyperfeature_2,Hyperfeature_3,Hyperfeature_4,Hyperfeature_5,Hyperfeature_6
1.188,1.0433,1.6345,1.3151,1,202.4,21,2.6,-2.579520997486644,-0.4591027921773192,6.989638258654575,1.7803908526082195,2.1024404,-0.09624399999999995
1.1871,1.0444,1.629,1.3123,1,202.4,21,2.6,-2.54918844607695,-0.47506351091947746,6.597166994872866,1.775029131277253,2.0923072400000002,-0.09690641000000005
1.187,1.0441,1.6241,1.3114,1,202.4,21,2.6,-2.583770990651338,-0.483164598013182,6.116588973458718,1.7719250655651402,2.0866467,-0.0975690000000003
1.2018,1.0725,1.4844,1.2238,0,1.0,203,0.0,-0.8113677787748128,-0.8842458182701658,2.099642079569892,1.7212721460118756,1.8521305,-0.22052324
1.2014,1.0747,1.4798,1.2208,0,1.0,203,0.0,-0.7617434100839957,-0.896136370610899,2.0473935650230763,1.721130046884348,1.8423445800000002,-0.22256196000000003
1.2013,1.0727,1.4749,1.22,0,1.0,203,0.0,-0.7896152265935834,-0.9026749162836847,1.985055389350728,1.717011636802185,1.8381345100000002,-0.22312169000000015
1.2013,1.0446,1.4958,1.2366,0,1.0,203,0.0,-1.2059748158798087,-0.8263827391175383,2.1808279023868047,1.7030402832417,1.89807798,-0.20652169000000004
1.2001,1.042,1.4914,1.2349,0,1.0,203,0.0,-1.2193750057966959,-0.8330918468764533,2.1243841030525985,1.69759801053878,1.8928042,-0.2053400099999997
1.2017,1.0427,1.4879,1.233,0,1.0,203,0.0,-1.1695064498894876,-0.8426404092687446,2.0791515009318857,1.6978915135302004,1.8885125900000002,-0.21108288999999988
1.1961,1.0598,1.4849,1.23,0,1.0,203,0.0,-1.1107524652987188,-0.8633746341104789,2.097450480570427,1.7030893519137749,1.86292678,-0.20065520999999997
1.1953,1.0587,1.4812,1.226,0,1.0,203,0.0,-1.03123282973119,-0.8744333869644225,2.0575272230655983,1.6987792651038236,1.85526411,-0.20274209
1.1947,1.0598,1.4763,1.2254,0,1.0,203,0.0,-1.0655663398181885,-0.882520322919411,2.001710955543815,1.6971938505397217,1.84824306,-0.20190809000000018
1.1475,0.986,1.5373,1.2991,1,167.2,13,2.8,-4.697821517628857,-0.5139030386559563,2.4751303258260617,1.7040018118301516,1.995835,-0.017656250000000023
1.147,0.9872,1.5312,1.2964,1,167.2,13,2.8,-4.683849231426851,-0.5334243662014944,2.41832978101073,1.6949831332867182,1.9855184,-0.01920900000000004
1.147,0.9851,1.5266,1.2937,1,167.2,13,2.8,-4.643597980075447,-0.5442025717202286,2.360661549643471,1.6920434342833923,1.9800097,-0.021908999999999935
1.1535,0.9992,1.56,1.2956,1,167.2,13,2.8,-3.7552061927497293,-0.5174286446695525,2.9640100930606783,1.7137340902255582,2.0097772000000003,-0.03496224999999983
1.1524,0.9981,1.5535,1.2953,1,167.2,13,2.8,-3.9017100748182734,-0.5254835027992896,2.833935408471646,1.7080086274767137,2.00281044,-0.0327257600000003
1.1521,0.9973,1.5489,1.2929,1,167.2,13,2.8,-3.8763899944600313,-0.537392365724174,2.7632291515524097,1.7036015013833075,1.9961893299999998,-0.03443440999999988
1.1603,1.0227,1.5964,1.2988,1,167.2,13,2.8,-2.9955994584988224,-0.5031932651102906,4.365988399715733,1.730080527358847,2.03643881,-0.04749609000000032
1.1599,1.0204,1.5908,1.2968,1,167.2,13,2.8,-3.015566754079691,-0.5118689658313699,4.111917922159873,1.7264842675703516,2.0303619599999996,-0.048568009999999814
1.1606,1.0208,1.5852,1.2954,1,167.2,13,2.8,-3.0288276045587486,-0.5243756260458017,3.9133582299970566,1.7225014303772224,2.0237404800000003,-0.05159236000000003
