B1,B2,B3,B4,B5,B6,B7,Class,Hyperfeature_1,Hyperfeature_2,Hyperfeature_3,Hyperfeature_4,Hyperfeature_5,Hyperfeature_6,Hyperfeature_7
10287,9402,8366,8013,8897,9532,9445,1,84058959.12189095,9015.552063566218,1.2659923265935473e-09,6.770338866559986e+32,8366.0,-1.0385209746384139,-0.059898936599351214
10321,9445,8409,8100,9049,9923,9671,1,87540552.85449585,9132.717253829833,1.3667062119788532e-09,7.464520094251347e+32,8409.0,-1.462194509982272,-0.0672795062137527
10299,9407,8392,8081,8955,9583,9316,1,83451276.27613096,8954.334693600984,1.0961727325393178e-09,6.751959248158535e+32,8392.0,-0.7449693387307702,-0.05095960159940372
10275,9382,8354,7981,8866,9547,9334,1,82781677.1649624,8936.399492067483,1.1653588169579473e-09,6.454142340124473e+32,8354.0,-0.8567977653860747,-0.05429988397737301
10311,9420,8421,8087,8973,9621,9359,1,84004921.27376568,8990.775455095387,1.099661970621967e-09,6.836817663117138e+32,8421.0,-0.8056610446788892,-0.0514771308985181
10679,9919,9198,9181,11995,13078,11378,1,136517050.07081127,10421.848271782215,1.1996180110208694e-09,1.3472506521510116e+33,9198.0,-0.19860370814023873,-0.08648948491402372
10804,10021,9123,8839,10795,11349,10502,1,113401611.38048041,9966.324532004244,1.0213393770276988e-09,9.867577901898844e+32,9123.0,-0.30161711370008315,-0.06360409047638983
10792,10014,9185,9026,11345,11892,10637,1,120710775.3612151,10067.690704745548,9.810733520648697e-10,1.0495386900793215e+33,9185.0,-0.3896980190617322,-0.0636855192750169
10666,9904,9135,8987,11593,12175,10482,1,121552053.09951632,9938.884343022342,8.865978723790858e-10,9.536469596685745e+32,9135.0,-0.44924519735422797,-0.057552623260177176
10681,9904,9098,8964,11433,11957,10460,1,119623024.78353888,9918.747944381981,9.277610031395117e-10,9.44865831445105e+32,9098.0,-0.4471610373021237,-0.05936988343585354
10683,9937,9201,9194,11850,12716,11118,1,131785069.5321995,10321.987587737814,1.1254193577130973e-09,1.2494375855032048e+33,9201.0,-0.2609583888553593,-0.07827630796087726
10769,9987,9105,8761,10910,11487,10543,1,115057069.752755,9965.108521380487,1.0316877777165191e-09,9.433157066093126e+32,9105.0,-0.3098074954888115,-0.0654841039391016
10810,10000,9078,8745,10584,11537,10869,1,115070729.35575296,10099.703928300525,1.2713746580508078e-09,1.115964426910729e+33,9078.0,0.4018400173357751,-0.08137103663420388
10704,9967,9190,9084,11496,12188,10775,1,123904297.9224896,10144.61229323336,1.0216590655882485e-09,1.1002951486532275e+33,9190.0,-0.3365492860286756,-0.06766027833606604
10666,9941,9229,9255,12120,12769,10829,1,131283868.76526761,10185.432657435795,9.44554010599251e-10,1.1462486090837326e+33,9229.0,-0.38411071937286323,-0.0649787057228495
10681,9907,9165,9073,11811,12981,11200,1,132320172.49985634,10284.431018812096,1.1536732942411287e-09,1.2519419366908164e+33,9165.0,-0.21541199374447814,-0.0814333288934421
10678,9923,9166,9079,11905,13547,11744,1,139851332.3494434,10485.300689219126,1.3165809947099613e-09,1.493687923986707e+33,9166.0,-0.05454586133496268,-0.09892352777372808
10666,9936,9218,9161,11838,13317,11576,1,137074960.7290449,10488.548334219473,1.2583845917411926e-09,1.4562761341141508e+33,9218.0,-0.09362377488229047,-0.09185218688340645
10832,9977,9045,8729,10457,11424,10889,1,113899269.21630856,10092.199761864797,1.3416272763230295e-09,1.1451079601359477e+33,9045.0,0.7538700639413634,-0.0846616088344706
10730,9928,9022,8726,10548,11576,10933,1,115354791.395981,10103.672736441464,1.3529954808569195e-09,1.1217794496860963e+33,9022.0,0.5107443415992023,-0.0864877747245233
10621,9892,9133,9058,11768,12403,10737,1,126388534.71806313,10086.432951694413,9.997532261317557e-10,1.04139440541307e+33,9133.0,-0.3724621856866787,-0.06724144883348662
10605,9931,9270,9272,12060,12614,10700,1,129077903.7130315,10153.13121637314,8.691489455580495e-10,1.0933130985858641e+33,9270.0,-0.4178517073905977,-0.058634381052787746
10639,9849,9123,9068,11890,12720,10841,1,128935526.6653424,10106.618939278462,1.0303286275433737e-09,1.0925874550577971e+33,9123.0,-0.33590489136295404,-0.07011566698093318
10631,9875,9116,9060,11735,12946,11229,1,131809366.21988,10276.681174772277,1.2059990644811644e-09,1.2514225734206125e+33,9116.0,-0.18444209574015155,-0.08486979729386804
10675,9950,9228,9263,12095,13011,11243,1,136021801.77833,10395.1306952004,1.122773301964718e-09,1.3164018242471287e+33,9228.0,-0.2631820328464763,-0.08034967788673067
10759,9917,8922,8534,10079,11140,10884,1,109732249.28951703,10004.826029385513,1.4943247362044949e-09,1.1017613323275574e+33,8922.0,4.4030689042216276,-0.09271207033272491
10655,9791,8845,8618,10947,11823,10195,1,111636929.05610113,9579.196961493977,9.772055430902349e-10,8.010920767559016e+32,8845.0,-0.46102563642460476,-0.05999021628256971
10599,9732,8759,8469,10100,11323,10330,1,104364110.81975198,9590.193755257596,1.2544270393256261e-09,8.856696479371609e+32,8759.0,0.5044716512729303,-0.07302244653173622
10651,9912,9171,9115,11806,12836,11245,1,132795650.92913163,10348.699658557794,1.1877100214178305e-09,1.2660607205933092e+33,9171.0,-0.20274122259530067,-0.08392545157124459
10627,9877,9122,9088,11857,12765,11068,1,131270064.17768861,10232.671526455346,1.1366235183622435e-09,1.1765815508710915e+33,9122.0,-0.2675005943910346,-0.07925311260635545
10634,9768,8849,8620,10831,11659,10295,1,111537500.41887774,9652.732560439825,1.0654170141785892e-09,8.266475635303248e+32,8849.0,-0.3688439496519697,-0.06507331672060085
10585,9785,9022,8949,11575,12366,10726,1,124188626.32474703,10002.560816947052,1.0877222932931724e-09,1.0096315739807679e+33,9022.0,-0.32149410031768727,-0.07169380886729927
10610,9732,8858,8609,12516,12499,9888,1,123792575.48867896,9423.32257287529,6.524769076217423e-10,6.825845628763684e+32,8858.0,-0.5326140047785056,-0.04314044962219893
10692,9914,9048,8828,10798,11671,10746,1,116068797.78596085,10041.46955833817,1.198615957378557e-09,1.0580336730212639e+33,9048.0,-0.04610896796405251,-0.07606666733482298
10706,9917,8954,8634,10226,11020,10621,1,108642347.69325255,9940.062621152503,1.308335453819196e-09,1.016423764215248e+33,8954.0,1.1067512713984704,-0.07949492499510238
10626,9746,8819,8589,10442,11502,10191,1,106445694.73208524,9568.13362187957,1.0719587183108087e-09,8.445172233182972e+32,8819.0,-0.27353142867813846,-0.06261987575504732
10590,9733,8785,8511,10121,11292,10328,1,104560822.35517968,9620.290543061163,1.238154923175239e-09,8.98307360675757e+32,8785.0,0.43127873147910206,-0.07182038025863874
10672,9827,8872,8687,11022,12621,10782,1,118873455.87443352,9796.844388009204,1.2055264794466725e-09,1.0331174592594193e+33,8872.0,-0.1408589951816622,-0.07953204964816982
10559,9703,8782,8549,12068,12699,10299,1,124323407.13689259,9563.633609002753,9.211147704024881e-10,7.724301554759115e+32,8782.0,-0.4482044810143819,-0.06270506668806898
10537,9661,8743,8534,10964,11957,10308,1,113049797.62227026,9568.584490538105,1.108202572699633e-09,7.885891586933256e+32,8743.0,-0.35064670449596397,-0.06870715568721701
10614,9834,9074,9024,11678,12402,10796,1,126111235.36087374,10080.259147136012,1.081133652719529e-09,1.0549047230715908e+33,9074.0,-0.32485658233538345,-0.07221476967536337
10576,9833,9106,9081,11725,12204,10621,1,124566335.85513571,10033.354365218118,9.845563342893551e-10,9.969832243352172e+32,9106.0,-0.39595783045996813,-0.06445244975549769
10679,9832,8888,8651,10727,11796,10659,1,114372303.00777969,9844.56674184318,1.2471941983723848e-09,9.68552092645888e+32,8888.0,-0.05793519170208172,-0.07885329084464385
10630,9907,9186,9206,12007,12844,11120,1,133555066.80737653,10316.589136453733,1.1111593935787366e-09,1.2332250031015854e+33,9186.0,-0.2812065072733722,-0.07813114039668444
10614,9861,9115,9057,11748,12748,11189,1,131485343.44661051,10289.46807712434,1.2085372918860007e-09,1.2120571068439584e+33,9115.0,-0.20276268017914714,-0.08454403752650286
10667,9833,8896,8726,11274,12220,10275,1,115873488.21926375,9637.006261215449,9.32590784050319e-10,8.482168122486862e+32,8896.0,-0.4686664711674814,-0.05924674697308557
10649,9810,8841,8631,10673,11662,10206,1,108960423.13231246,9587.176236018848,1.0224620475166051e-09,8.370106489420852e+32,8841.0,-0.4009879205751605,-0.061563953231284475
10641,9778,8854,8652,10952,11625,10087,1,110504758.05845232,9553.050873519964,9.244674325108598e-10,7.715534136499023e+32,8854.0,-0.5244948851827963,-0.055662239089184065
10644,9806,8883,8675,10644,11595,10314,1,109814229.6899696,9684.430010359094,1.0750645028076934e-09,8.826737547861631e+32,8883.0,-0.2973037186828726,-0.06475520844112977
10628,9792,8842,8620,10433,11571,10455,1,109109099.04177172,9719.063068374571,1.2141783634321136e-09,9.355036050340386e+32,8842.0,0.02681636148917037,-0.07325356875921804
10647,9816,8871,8617,10442,11658,10609,1,110811704.84697987,9802.967053407161,1.2731827010829649e-09,9.843735770689978e+32,8871.0,0.2104024016845568,-0.07831062412595324
10653,9926,9247,9326,12347,13080,11136,1,137534089.3463035,10361.65708478309,1.0455327195306976e-09,1.2771555976258771e+33,9247.0,-0.3189965591222403,-0.07476673443844882
10640,9791,8867,8668,10868,11997,10554,1,114734109.67790362,9765.42827524211,1.1701010606151904e-09,9.315451195346024e+32,8867.0,-0.2126283745417927,-0.07379116816221241
10707,9834,8917,8716,11190,12292,10442,1,116879370.35924391,9716.941871832993,1.0160478685240954e-09,9.085964169970134e+32,8917.0,-0.3782383534788114,-0.06506584319624875
10672,9875,8937,8642,10373,11174,10620,1,110193608.32708268,9923.640322485357,1.291159307967463e-09,9.827848090966097e+32,8937.0,0.4152479282482998,-0.07906378168754727
10633,9837,8978,8813,10903,11646,10591,1,115507022.92726329,9929.4877638543,1.1567980622695592e-09,9.699741318646009e+32,8978.0,-0.2221677866627165,-0.07241291498077146
10573,9810,9059,9033,11696,12566,10940,1,127990387.22710718,10141.455526418758,1.1479734927435699e-09,1.1049862268594985e+33,9059.0,-0.2715831346236258,-0.07782369790247437
10591,9816,9036,8953,11532,12422,11007,1,126968735.48079008,10160.414814888376,1.2176396599169522e-09,1.1048551857831937e+33,9036.0,-0.21386856682169933,-0.0826175321274005
10691,9825,8884,8696,10751,11986,10649,1,114520599.80898908,9813.05496086764,1.2280824454136914e-09,1.0003286187666996e+33,8884.0,-0.08219050813576118,-0.07733078528723764
10594,9861,9092,9004,11531,12561,11246,1,129714388.6477449,10316.264069132003,1.2827782890925111e-09,1.2164791586145943e+33,9092.0,-0.12162342500144933,-0.0892204644196029
10671,9826,8933,8773,11402,12534,10623,1,121157905.11366037,9818.425977773562,1.0679770760594845e-09,9.646405314634464e+32,8933.0,-0.33243450780237405,-0.07062591552778245
10612,9826,9023,8884,11301,12019,10898,1,123193439.97314374,10121.173093641235,1.2286726304967232e-09,1.0460367578745364e+33,9023.0,-0.19944855655229402,-0.08132449633403804
10533,9744,8935,8758,11097,11779,10483,1,116363422.6294029,9843.237441606283,1.0929230319373786e-09,8.794784855734172e+32,8935.0,-0.3280685649481588,-0.06855611328429544
10571,9796,8981,8798,11051,11913,10779,1,119153067.46846314,10019.28547243246,1.2196948921617344e-09,9.986237721485956e+32,8981.0,-0.16108771068111144,-0.07873922135800543
10668,9803,8894,8751,11794,12421,10301,1,121524235.4498398,9658.460378039535,9.034682942266782e-10,8.329395186609187e+32,8894.0,-0.47499085463900725,-0.059391543246692366
10656,9868,9053,8946,11534,12691,11336,1,130786404.67135628,10294.505288489798,1.3301647274613596e-09,1.2445450255638939e+33,9053.0,-0.08410819425160461,-0.09381993386808252
10672,9890,9073,8969,11545,12479,11054,1,127654477.3064999,10189.150572860315,1.205361769930537e-09,1.1466648422233674e+33,9073.0,-0.20862963531478262,-0.08279306059576914
10679,9931,9228,9224,12132,12982,11094,1,134629669.07795632,10308.184601566643,1.0532966152014205e-09,1.2411982759764666e+33,9228.0,-0.3067939869436396,-0.07450581660728568
10682,9798,8891,8734,11604,12230,10319,1,119775557.871386,9674.26772146878,9.453561943615818e-10,8.347504545246216e+32,8891.0,-0.4649552047263196,-0.061214332968435835
10636,9772,8863,8690,11287,12088,10309,1,116390993.98859586,9652.214264676471,9.906014158154928e-10,8.294591305654137e+32,8863.0,-0.4379236230855215,-0.06272893335466573
10639,9787,8843,8633,10753,11911,10500,1,112939357.91835342,9719.725135648183,1.1726310691686722e-09,9.152531292078498e+32,8843.0,-0.19330949715746248,-0.07308209982671174
10652,9800,8870,8640,10467,11786,10572,1,110689561.97861251,9766.591405027553,1.2406750129267135e-09,9.917414050267167e+32,8870.0,0.12163342958239799,-0.07580098981742885
10656,9847,8939,8734,10785,12062,10717,1,115616357.25994599,9887.506710541531,1.2131463629371686e-09,1.031080823973843e+33,8939.0,-0.05434423698694368,-0.07726486540856203
10669,9839,8912,8714,10755,11878,10681,1,114907490.15515737,9872.762266571583,1.2360801989049795e-09,1.0041182619886571e+33,8912.0,-0.06128760234328215,-0.07814677116305607
10647,9811,8915,8756,12180,12416,10187,1,124112325.7936826,9626.797934416292,8.046562733237946e-10,7.851533124822401e+32,8915.0,-0.5123406905343312,-0.0536751991002091
10696,9836,8897,8738,10936,12222,10531,1,115200217.98881255,9745.587480461558,1.11007323885705e-09,9.716563361573117e+32,8897.0,-0.26238971980092984,-0.07019738915544377
10636,9778,8846,8617,11981,12523,10166,1,121833121.64817044,9544.943300294413,8.317585456598431e-10,7.608700139030848e+32,8846.0,-0.5018021595830469,-0.055340441628640415
10625,9760,8839,8611,11444,12597,10569,1,120986158.51593368,9708.6391948652,1.0796293362825745e-09,8.881487853415523e+32,8839.0,-0.34152742356310933,-0.0720674568947313
10640,9778,8812,8583,10493,11864,10512,1,110334797.97559549,9680.872830391867,1.23024751362306e-09,9.43640486076995e+32,8812.0,0.020163250162459085,-0.0753682491583835
10711,9841,8909,8689,10565,11835,10524,1,111218431.0415486,9764.673031927998,1.1703794035542392e-09,9.947563352328562e+32,8909.0,-0.04309598492147845,-0.07162130404168426
10673,9825,8883,8718,10763,12120,10502,1,113065832.19451547,9722.439936183633,1.1276904102208047e-09,9.749202986813947e+32,8883.0,-0.20260601353180446,-0.07015351350721986
10662,9813,8894,8749,10984,12110,10614,1,116617788.94689597,9815.725468649296,1.1696436172168544e-09,9.75963014802767e+32,8894.0,-0.2277110806926586,-0.07450440596451594
10624,9769,8849,8733,11278,12429,10449,1,117877608.6750376,9682.043933900912,1.050496765898445e-09,9.020201820666543e+32,8849.0,-0.36786112854400205,-0.0675461932618178
10721,9824,8854,8676,11250,12315,10381,1,116819610.854306,9640.201239038937,1.0154982971661358e-09,8.758768765477901e+32,8854.0,-0.41104930187277716,-0.0652172682524361
10630,9751,8783,8512,11317,11733,10050,1,113768478.25579946,9485.226267329312,9.100063493871599e-10,6.953528205622168e+32,8783.0,-0.5477414166652758,-0.05681297635381372
10613,9749,8826,8635,11670,12479,10320,1,120468602.36263224,9608.259514155725,9.540575077362395e-10,8.08948279754112e+32,8826.0,-0.4459821087877962,-0.0628350638493935
10618,9741,8788,8575,10745,11851,10417,1,111963308.3575292,9644.608131483,1.1702267511232434e-09,8.633727875092989e+32,8788.0,-0.2388282755255398,-0.07226327635458171
10671,9814,8851,8599,10328,11467,10300,1,106409722.48191646,9636.719501427418,1.1266782480017663e-09,9.090649092212541e+32,8851.0,-0.04276151492304411,-0.0664410722054512
10619,9781,8868,8707,11005,12374,10492,1,115497818.23026262,9699.288365126582,1.085354968983048e-09,9.346382076896842e+32,8868.0,-0.2909222700304746,-0.0688340975829866
10573,9718,8775,8632,11161,12346,10319,1,115203634.34447026,9564.860478853721,1.038520376657265e-09,8.336184994839565e+32,8775.0,-0.39030988407038947,-0.06571893976914606
10717,9837,8902,8773,11558,12299,10317,1,119277624.87782326,9669.496107815803,9.33650482649178e-10,8.59944677852366e+32,8902.0,-0.47254585945324196,-0.06039526602225605
10674,9786,8853,8637,10503,11836,10481,1,110114137.0599828,9699.23963274644,1.192657198954019e-09,9.639761209218062e+32,8853.0,-0.023209786661299373,-0.07221577014737655
10737,9872,8883,8711,11112,11989,10225,1,113652767.40925395,9608.558011859484,9.426428677575172e-10,8.442944972592503e+32,8883.0,-0.49833041966724667,-0.05891930750793311
10761,9874,8880,8627,10835,11981,10230,1,110874033.68641955,9578.487001733902,9.62843434054065e-10,8.556257437183554e+32,8880.0,-0.4494891896116412,-0.059325295693867144
10706,9830,8831,8559,10422,11284,10146,1,105772629.02200045,9562.396978061144,1.0453048170665732e-09,8.207515362197059e+32,8831.0,-0.36303448715182574,-0.06138768844238765
10629,9753,8797,8563,11070,11748,10107,1,111916793.6176696,9516.275189534326,9.543380510243325e-10,7.41437058005059e+32,8797.0,-0.5085518757541766,-0.058627539515815966
10619,9739,8826,8637,10686,12006,10480,1,112021943.18301105,9682.0168288354,1.1776239623341876e-09,9.27947810171822e+32,8826.0,-0.1587121321451343,-0.07226975434089222
10643,9791,8812,8551,10297,11944,10763,1,110859357.07737185,9762.371267631444,1.3859274225396991e-09,1.0547186312037804e+33,8812.0,0.7259358956154409,-0.08597091305232442
10603,9758,8852,8694,11195,12382,10649,1,119249841.9130836,9785.724893527473,1.165719764285586e-09,9.429846849896668e+32,8852.0,-0.262133586872037,-0.076097732828964
10651,9751,8811,8667,10953,12102,10598,1,116113451.69873896,9742.24677791976,1.2231655831325967e-09,9.392982045582483e+32,8811.0,-0.2107975177326716,-0.07756964287911479
10602,9686,8752,8528,10743,11760,10365,1,111383686.54391003,9603.69655516642,1.1795995292660961e-09,8.238803123258928e+32,8752.0,-0.2596296877442231,-0.07205393438425375
10717,9864,8921,8722,11475,12366,10305,1,118283414.06070031,9655.75723161351,9.052493650008042e-10,8.529881041067879e+32,8921.0,-0.47883873800278187,-0.05876905564731376
10747,9867,8883,8625,10437,11658,10306,1,107595154.1414203,9633.142071485883,1.0747245773369676e-09,9.247150278716385e+32,8883.0,-0.1763477208688152,-0.06423396122834106
10767,9891,8915,8712,10937,12003,10497,1,114838678.81340826,9755.214507577237,1.0941085746900548e-09,9.462593016942775e+32,8915.0,-0.3056214709317126,-0.06932030153155107
10677,9815,8855,8639,10517,12152,10983,1,115542003.68917415,9898.126957801482,1.4361611014936217e-09,1.1367378138174301e+33,8855.0,0.5147087111955971,-0.09205976220507037
10599,9773,8833,8689,11114,12769,10842,1,120532777.47284259,9798.798072570833,1.2393451756705422e-09,1.0348714972913263e+33,8833.0,-0.13964106587140843,-0.08264145063986739
10580,9704,8727,8532,10374,11555,10247,1,106333844.79750952,9528.865712991876,1.178838016173617e-09,8.434324034645941e+32,8727.0,-0.14421995941397042,-0.06925888999355567
10612,9746,8787,8616,10803,11980,10401,1,112394735.98515555,9628.585217993126,1.1445580796214035e-09,8.750472313533607e+32,8787.0,-0.2735776034457582,-0.07084796717347668
10653,9782,8808,8583,10758,11992,10338,1,111248576.24756199,9592.2321943166,1.0876692132026787e-09,8.606988659230045e+32,8808.0,-0.3097392416602121,-0.0671348587780055
10546,9721,8778,8656,11122,12602,10561,1,117493475.14839804,9656.970546272036,1.146848474681371e-09,9.209953648614398e+32,8778.0,-0.27035942980713296,-0.07434890191115903
10253,9364,8356,7946,9328,9634,8934,1,83362522.4893125,8709.862303882313,6.818938796765612e-10,4.241007342684971e+32,8356.0,9.304999250303117,-0.031704352202578244
10268,9442,8585,8444,10912,12257,10490,1,114500778.69185458,9544.058710219657,1.3016783879812674e-09,7.85273862436121e+32,8585.0,-0.19548984091239568,-0.08140504698066985
10211,9321,8307,7955,9437,10189,9363,1,88386356.82661752,8892.8504638537,1.103239145374354e-09,4.9446280765590145e+32,8307.0,-0.5285425751801245,-0.05480142127941204
10203,9355,8391,8075,9856,10889,9563,1,94282027.81301972,9008.370164900767,1.073613730189306e-09,5.328841830790185e+32,8391.0,-0.4469871669358135,-0.05673916347162168
10255,9358,8413,8100,9793,10926,9840,1,96392808.88731521,9151.743915702289,1.280512535093555e-09,6.0726286222915216e+32,8413.0,0.08485103921852974,-0.06877553080291432
10288,9484,8653,8495,11111,13069,10940,1,121590044.99606413,9691.47593765464,1.369756851075119e-09,9.49621399278463e+32,8653.0,-0.06922811539563502,-0.09150606900228975
10191,9335,8373,8031,9871,10651,9576,1,94553888.29164773,9031.825129850087,1.1253894178067729e-09,5.077031894366934e+32,8373.0,-0.4286488570603506,-0.059541538417360526
10227,9348,8428,8085,10426,10759,9348,1,97491696.07523623,8953.692980042319,8.404615635454987e-10,4.449839629461561e+32,8428.0,-0.7120626842619144,-0.0449676903743911
10202,9314,8370,8023,10180,10760,9338,1,95089864.62989172,8903.245098896332,8.997871525892072e-10,4.459703214560469e+32,8370.0,-0.7048150478890276,-0.04738259187100431
