B1,B2,B3,B4,B5,B6,B7,Class,Hyperfeature_1,Hyperfeature_2,Hyperfeature_3,Hyperfeature_4,Hyperfeature_5,Hyperfeature_6
9922,9123,8134,7936,9526,10531,9732,1,-21.89780653853182,12067496.495778102,-139209692636.41595,-2.328483809362925e+16,9922.0,-1.571947325183854e+26
9856,9007,8054,7764,9087,10040,9227,1,-52.55942115467755,11006913.183916777,-132499871262.52824,-2.1119990241117484e+16,9856.0,-1.0209020114329086e+26
9778,8977,8003,7782,9809,10137,8863,1,-24.60344120065987,10771062.992733434,-215620679173.6568,-2.2105114068075344e+16,9778.0,-1.582154506836239e+26
9940,9168,8312,8226,10312,11069,9894,1,-14.641773462610438,10208412.594742779,-226868733171.52463,-2.650775209217703e+16,9940.0,-2.284708745225522e+26
9819,8975,7923,7548,8325,8858,8375,1,371.7174939082709,11444082.542912077,-66609449051.38002,-1.847627487219883e+16,9819.0,-2.918270627377566e+25
9831,8973,7946,7591,8613,9321,8649,1,-371.14517395124705,11408949.533192303,-98952288202.22119,-1.9218738305399772e+16,9831.0,-5.474764473216708e+25
10009,9259,8490,8443,10122,10967,9800,1,-25.496325214293734,8915538.264391182,-229176645918.16245,-2.761594986792071e+16,10009.0,-1.751652976356451e+26
9979,9231,8482,8391,10895,11473,9926,1,-13.228363176202233,8709495.700316075,-321264794026.62585,-2.888307191436714e+16,9979.0,-2.812578162618723e+26
9951,9154,8270,8062,10321,11023,9519,1,-20.568393569031155,10207883.475709742,-288613160479.53534,-2.5407673242786228e+16,9951.0,-2.3145202793359142e+26
9929,9123,8259,8092,10031,11253,10168,1,-16.447343317496603,10640632.243142135,-208321975048.93927,-2.5320132678437988e+16,9929.0,-2.2724264257709807e+26
9886,9042,8065,7796,9116,10014,9305,1,-38.84266889272477,11436845.62776073,-115089339310.52039,-2.1450566660687052e+16,9886.0,-1.0558781842800259e+26
9906,9113,8301,8145,10213,11416,9738,1,-31.209589817042755,9451643.914968615,-339119079626.9717,-2.5634824434302788e+16,9906.0,-2.2269280118537726e+26
9887,9117,8240,8060,9804,10960,9826,1,-25.105270190771954,10492693.823097229,-212090355948.05402,-2.4467629768925764e+16,9887.0,-1.7983079982271494e+26
9918,9118,8199,7991,9360,10588,9735,1,-36.67627457128737,11053938.231284808,-150842729349.63382,-2.3271660737460956e+16,9918.0,-1.3074834701404045e+26
9877,9049,8076,7781,8786,9656,8893,1,-1016.0214419570399,10923414.537237352,-119740682324.17426,-2.064634517930645e+16,9877.0,-6.269810873577405e+25
9873,9045,8000,7666,8682,9261,8679,1,-129.33063807841515,11677921.16575159,-85574255775.0333,-1.985943900533452e+16,9873.0,-5.604233117848415e+25
9880,9055,8107,7823,9129,9771,8748,1,-241.90712118285163,10356541.177681692,-165709319662.3249,-2.138729712840975e+16,9880.0,-8.821127053177708e+25
9999,9178,8322,8153,10207,10748,9341,1,-25.31996624605323,9646338.653818337,-265342800333.28326,-2.5680384256762428e+16,9999.0,-1.9924099059665843e+26
9965,9138,8220,7951,9794,10163,9149,1,-25.155212928244694,10323152.829876024,-173134180771.33554,-2.364777035122092e+16,9965.0,-1.5725181299894004e+26
9944,9102,8078,7729,8692,8989,8558,1,-94.39639987603317,11213226.458551891,-61563615235.99561,-2.0303487245255116e+16,9944.0,-4.8751602301163124e+25
9939,9195,8403,8311,10547,11221,9928,1,-13.957901775419746,9323844.183779651,-257059627021.66754,-2.757035701285072e+16,9939.0,-2.444941626100756e+26
9923,9130,8303,8155,10105,10974,9673,1,-22.42094651647288,9601454.840510156,-248703824193.56943,-2.549836043554987e+16,9923.0,-1.9977953606315298e+26
9909,9114,8266,8035,10291,10921,9598,1,-17.044188610483094,9801070.676652564,-248370740804.98407,-2.512839413995001e+16,9909.0,-2.2834670870758436e+26
9893,9077,8138,7900,9084,10570,9689,1,-80.16538522769271,11339156.715758406,-153993685848.98572,-2.218813527639064e+16,9893.0,-1.0638117953428736e+26
9882,9061,8086,7797,9050,10441,9682,1,-49.89259671380776,11877142.12470597,-128591475943.86667,-2.1595083136520416e+16,9882.0,-1.0927213215839673e+26
9895,9080,8063,7778,8930,9915,9266,1,-57.718725078276925,11997253.680368088,-103775329491.92113,-2.1127783828544464e+16,9895.0,-8.583118680162799e+25
9919,9086,8060,7731,8707,9409,8759,1,-381.34992200911165,11504540.279297639,-98239725923.2728,-2.0351202142327484e+16,9919.0,-5.552195211871316e+25
9939,9112,8224,8066,9597,11139,10034,1,-33.01838199992086,10900619.11568341,-209673350851.6869,-2.4256087205959016e+16,9939.0,-1.709082639865835e+26
9959,9171,8304,8154,9931,11306,10261,1,-19.023157113841865,10786884.410428178,-202669223330.62888,-2.5679931768130668e+16,9959.0,-2.123823296744748e+26
9962,9184,8391,8248,10313,11474,10354,1,-14.158590158530277,9757084.596677484,-223640469420.19876,-2.7060882446478132e+16,9962.0,-2.5414433006563308e+26
9877,9044,8077,7817,9194,10097,9269,1,-42.69277225568631,11236883.539542012,-136713856166.69887,-2.1665056561388464e+16,9877.0,-1.1131924550538569e+26
9867,9027,8030,7728,8970,9779,9416,1,-26.816890572739673,11894313.931492709,-56090330353.38564,-2.0899805705847624e+16,9867.0,-9.504397869861458e+25
9942,9096,8172,7929,9088,10285,9904,1,-27.244150200379213,11360605.91117713,-63509776854.681526,-2.2545099660579204e+16,9942.0,-1.068263467982935e+26
10015,9205,8299,8093,9445,10171,9719,1,-21.89884134365681,10824374.486674229,-76322954615.14943,-2.423713313492851e+16,10015.0,-1.2668648458305304e+26
9987,9145,8159,7831,8749,9396,9098,1,-57.81844226336493,11352755.3477806,-44742159782.26806,-2.1221129310127396e+16,9987.0,-5.53365035959864e+25
9941,9148,8349,8200,10352,12305,10868,1,-14.991842171378511,10332857.379530262,-309342724453.4243,-2.7129161571281404e+16,9941.0,-3.14130197782878e+26
9867,9051,8125,7885,9573,10844,9677,1,-33.377754115856995,11072599.728122711,-211774844429.58658,-2.28884677059373e+16,9867.0,-1.660661678109816e+26
9798,8926,7896,7517,8344,9119,8644,1,-1263.0741109048968,11502537.188312404,-67067816367.65905,-1.8350327054627424e+16,9798.0,-3.571545424456607e+25
9825,8974,7999,7681,8882,9301,8493,1,-151.88879518696524,10455551.448618986,-121106335504.08295,-1.9991252342054224e+16,9825.0,-6.867401325722332e+25
9897,9074,8169,7886,9359,10158,9139,1,-61.19966129577619,10191270.494334167,-172531292056.06564,-2.2335285591736276e+16,9897.0,-1.1651032042607933e+26
9979,9152,8173,7873,8919,10080,9435,1,-94.17965814287633,11640049.64488167,-106045953230.45047,-2.1887780659874972e+16,9979.0,-7.972462293824248e+25
9970,9159,8261,8072,9580,11285,10448,1,-22.895087591299013,11500480.007304396,-158776027839.4723,-2.469071573831234e+16,9970.0,-1.835206328878512e+26
9901,9085,8122,7912,9245,10646,9863,1,-33.42924985895405,11881349.224094804,-137315210818.77524,-2.2640653092783036e+16,9901.0,-1.3136059594445786e+26
9942,9124,8243,8093,10360,11654,10627,1,-10.277518194269343,11348597.590385143,-203267205682.96915,-2.6257703734152924e+16,9942.0,-3.0828035295686525e+26
9939,9103,8142,7939,9539,10592,9907,1,-18.66587755901039,11858623.085359301,-119361504945.83784,-2.339277618096717e+16,9939.0,-1.6636321005564367e+26
9924,9064,8054,7772,8812,9820,9290,1,-59.07504304649265,11947738.93752604,-83376141390.1414,-2.0884665851405332e+16,9924.0,-7.573294848362993e+25
9838,9018,7978,7641,8673,9380,8677,1,-378.33546668565646,11610780.086704072,-105018598852.15068,-1.9650387209378828e+16,9838.0,-5.723135328524102e+25
9957,9119,8187,7947,9733,10748,9862,1,-19.082679982859784,11343573.205432732,-158329545214.1474,-2.383180066127284e+16,9957.0,-1.881265918341335e+26
9938,9099,8094,7743,8682,9216,8832,1,-80.49459620678309,11305202.437183112,-56162922520.6242,-2.044836217910436e+16,9938.0,-5.07736744713107e+25
9869,9021,8008,7719,8829,9822,9156,1,-73.61480607611144,11823503.60914595,-104826325697.81339,-2.047161632276853e+16,9869.0,-7.863540212100949e+25
9837,9001,7958,7615,8540,8884,8296,1,-1045.2628350405157,11168301.267895054,-82541065198.65094,-1.914495751019359e+16,9837.0,-4.159672719323863e+25
9962,9120,8150,7874,9100,10641,10130,1,-29.750060788433785,12329759.202732664,-87962929079.54932,-2.250754851034014e+16,9962.0,-1.2259922367745001e+26
9988,9181,8193,7941,9058,10569,10252,1,-26.405983074387827,12762545.110717958,-54208890697.72206,-2.299988686653431e+16,9988.0,-1.1254569324811917e+26
9930,9103,8141,7832,8801,9394,9016,1,-58.004800784546376,10909213.138717748,-56957939466.57586,-2.113613207516702e+16,9930.0,-5.925769974642513e+25
9890,9069,8049,7712,8853,9267,8595,1,-107.94440775414948,11184503.90672074,-99974620631.49289,-2.039705455333686e+16,9890.0,-6.513208410511453e+25
9953,9157,8265,8061,9424,10423,9747,1,-27.944241492212367,10661140.730197148,-117713320182.02396,-2.3882403459901336e+16,9953.0,-1.2907440442243621e+26
9794,8953,7944,7624,8927,9615,8782,1,-77.0583899376321,11279612.613479996,-128081944247.90141,-1.9848166078464124e+16,9794.0,-8.401776479020427e+25
9967,9169,8279,8075,9890,11503,10339,1,-21.758875655846197,11220900.696153395,-228592434797.14447,-2.5242774349621384e+16,9967.0,-2.242158586286609e+26
9908,9083,8164,7932,9590,10533,9525,1,-28.562655313468923,10792206.427266197,-177519913482.52774,-2.3177956674766864e+16,9908.0,-1.5528643006254155e+26
9872,9011,8034,7719,9473,10031,9000,1,-32.250826447554395,11017139.853228321,-168973183623.46045,-2.147918124597846e+16,9872.0,-1.3802129649608548e+26
9891,9080,8116,7825,9497,10303,9518,1,-22.6255087387913,11446261.241325779,-131967371622.56342,-2.247261624319594e+16,9891.0,-1.4979118386654419e+26
9890,9090,8107,7777,9151,9672,8932,1,-47.74939621551211,11050289.910902964,-116106873923.73866,-2.139921461924696e+16,9890.0,-9.4635260996537e+25
9925,9119,8112,7801,8892,9670,9003,1,-101.83996964661088,11513902.567658696,-104529609899.41464,-2.117634446695238e+16,9925.0,-7.201480269096971e+25
9962,9155,8198,7939,9252,10168,9581,1,-30.512708971741922,11442151.394196678,-97848516907.15508,-2.2867286827530484e+16,9962.0,-1.1461673787540433e+26
9982,9180,8212,7984,9344,10733,10279,1,-20.338606294801476,12430816.59841846,-79704552397.88412,-2.374365492157883e+16,9982.0,-1.487003495480489e+26
9924,9124,8141,7879,9314,10413,9893,1,-21.440811109092945,12207018.126829518,-87742401568.62616,-2.274791032187307e+16,9924.0,-1.3840739189244683e+26
9801,8947,7950,7593,9034,9504,8577,1,-79.6542766331723,10837727.799141798,-141185990883.6175,-1.9812541041244216e+16,9801.0,-8.882730138139433e+25
9941,9057,8011,7674,8513,10089,10041,1,-36.31088813067944,13560095.345845379,-7615377143.303694,-2.0332874484491176e+16,9941.0,-6.156655731158378e+25
9917,8996,7941,7573,8334,10103,10054,1,-47.58715025883289,13780298.050616516,-7677231728.349654,-1.944568583708667e+16,9917.0,-4.8589512507360895e+25
9947,9044,7969,7592,8303,9690,9813,1,-40.46060305562538,13774849.758246118,17822228812.816532,-1.947271386756238e+16,9947.0,-3.79120609890422e+25
9931,9044,7996,7630,8293,9890,9930,1,-52.81502875994204,13495591.84151596,5861832018.052833,-1.9681472948903116e+16,9931.0,-3.4662066915834834e+25
9949,9068,8006,7639,8348,9940,9997,1,-44.53288671673954,13800428.700072842,8467765125.312872,-1.9911530607215e+16,9949.0,-4.105259745942107e+25
9989,9060,8022,7688,8591,10479,10442,1,-29.88274196223911,13946570.175230404,-6138020895.81824,-2.0796102138763376e+16,9989.0,-8.009751437896159e+25
9944,9013,7959,7565,8242,9786,9813,1,-57.657636720808355,13452298.186346598,3831906232.2495766,-1.919230251031387e+16,9944.0,-3.25100527020383e+25
9846,8971,8258,8037,11989,13714,9970,1,-19.33103806327191,8231873.436716735,-980446761080.7605,-2.8032767291977496e+16,9846.0,-5.5945652606696695e+26
9937,9101,8323,8223,11539,14047,10505,1,-30.20962285166838,9604997.772932295,-956371743704.4375,-2.9105235990032864e+16,9937.0,-5.317562583737425e+26
9907,8993,7916,7485,8196,9511,9526,1,-61.55483912829137,13440577.830060268,1976189295.8507905,-1.8574874795206644e+16,9907.0,-2.943537833487034e+25
9960,9061,8006,7625,8331,9752,9794,1,-49.144175101917824,13412120.045644086,6069979319.00378,-1.9706569263511976e+16,9960.0,-3.7058291540753227e+25
9957,9062,8003,7620,8301,9703,9680,1,-64.18568622113162,13327064.814652098,-3567593815.7190304,-1.957614360808648e+16,9957.0,-3.291031253722772e+25
9869,9018,8295,8107,11939,13756,10034,1,-21.679833362362096,8416604.484978909,-984283539444.8251,-2.855524128753516e+16,9869.0,-5.473383044816883e+26
9907,9009,7931,7549,8192,9841,10002,1,-44.337782044757006,14126185.981913002,23568401327.983696,-1.9106405033142884e+16,9907.0,-3.066300399280954e+25
9944,8998,7942,7552,8240,9770,9888,1,-44.29350302391668,13591373.753670823,17149111872.10842,-1.913584754565162e+16,9944.0,-3.4813369334455577e+25
9968,9076,8009,7628,8269,9781,9934,1,-45.895338034084965,13813744.229605602,22491581340.3136,-1.9728434914804596e+16,9968.0,-3.03889084155604e+25
10025,9128,8081,7706,8370,9849,10441,1,-22.61809589411816,14136605.762464665,87147008209.13383,-2.069578466686499e+16,10025.0,-3.822254869765464e+25
9984,9067,8018,7679,8453,10370,10418,1,-34.85070568662002,14132203.137833288,7461574199.428255,-2.0520540706723188e+16,9984.0,-5.989761669505522e+25
9893,9041,8317,8181,11931,14055,10335,1,-19.40461508562082,8680999.965533003,-1009602809409.8804,-2.9278722404882396e+16,9893.0,-5.783966094128354e+26
10036,9157,8104,7752,8546,10001,10962,1,-13.783902000028029,14899506.277867733,142306366570.05212,-2.161025711792436e+16,10036.0,-6.579189290416491e+25
9979,9078,8010,7618,8278,9931,10465,1,-24.71716804487081,14566351.664156007,78573256542.20702,-2.0013146784799776e+16,9979.0,-3.560853679758161e+25
9935,9031,7967,7595,8309,10191,10265,1,-41.85468070856474,14221718.4918939,11251539649.077063,-1.9709513237157256e+16,9935.0,-4.4438913774401155e+25
9867,9020,8308,8113,12089,13948,10176,1,-17.102943126514,8379985.956971681,-1012059340777.6552,-2.8981058292593812e+16,9867.0,-5.917832802097595e+26
9893,9028,8316,8153,12011,13786,10072,1,-19.4919760758361,8297120.34366793,-988980095741.698,-2.904173931277565e+16,9893.0,-5.587839152152982e+26
9966,9055,8022,7678,8545,10498,10545,1,-28.70221697638173,14009643.772120617,7393998676.24368,-2.071611854181579e+16,9966.0,-7.4599696790145994e+25
9927,9031,7971,7624,8377,10408,10430,1,-38.59202834517741,14363737.547718028,3324125955.991971,-2.003738037024494e+16,9927.0,-5.524728769718828e+25
9862,9013,8307,8099,12198,13947,10159,1,-14.989521763067861,8281309.496574083,-1015464692544.4016,-2.906595879783677e+16,9862.0,-6.093950373604274e+26
9877,9014,8292,8111,12066,13915,10099,1,-18.86637473367234,8452214.817263315,-1024282449199.6757,-2.885059217688624e+16,9877.0,-5.8238923713810364e+26
9959,9110,8359,8241,11662,13806,10326,1,-25.84737800939458,9054982.106208831,-925478599475.294,-2.938211884885955e+16,9959.0,-5.2509165346530104e+26
10030,9181,8403,8417,11503,13621,10330,1,-30.696268988990248,9439460.720374968,-874993450828.5631,-3.0379853358599004e+16,10030.0,-4.6761600742314496e+26
9957,9086,8321,8288,11553,13666,10276,1,-25.969988752803854,9214119.44479777,-894765217094.6948,-2.930236526077324e+16,9957.0,-4.8883655318357345e+26
9932,9092,8274,8176,11334,13454,10163,1,-33.95428784930145,9867507.175122472,-841412893357.9452,-2.8131158964886224e+16,9932.0,-4.57039973160957e+26
9887,9016,8234,8136,11645,13718,10205,1,-21.37475514366696,9388834.349586336,-919303440137.2144,-2.824996459617689e+16,9887.0,-5.192963784771177e+26
9988,9158,8364,8396,11426,13593,10241,1,-40.14469511100958,9589739.985153798,-890494755683.1246,-2.9903223361983056e+16,9988.0,-4.429285111398146e+26
9889,9031,8205,8080,11556,13751,10154,1,-28.014421630887632,9963918.037521765,-941045961126.8558,-2.7755483924295292e+16,9889.0,-5.1496004785673054e+26
9923,9074,8283,8178,11595,13524,10060,1,-27.7220134424592,9377071.135583239,-898318175064.3942,-2.851452750723773e+16,9923.0,-4.8648075749327555e+26
9819,8951,8187,7894,12050,13319,9812,1,-12.972318070427738,8771966.986901164,-869403331481.5177,-2.711148696021113e+16,9819.0,-5.6121835749263905e+26
10003,9166,8250,8063,9828,11432,10722,1,-13.899575923849055,12056113.7011746,-135404149150.19228,-2.5330622358962816e+16,10003.0,-2.387463191447422e+26
10029,9168,8211,7999,9481,11309,10869,1,-15.60853177013709,12940994.433286093,-81394671244.07301,-2.4468881158999308e+16,10029.0,-2.0049646256871474e+26
9999,9151,8183,7981,9622,11577,10851,1,-16.067049382663537,13083333.1627262,-138823803171.9159,-2.4547505126218176e+16,9999.0,-2.289826013124404e+26
10010,9153,8227,8067,9753,11902,11119,1,-14.666624394211626,12680080.107349059,-155829903289.6397,-2.5462722391413492e+16,10010.0,-2.578358903939424e+26
9969,9118,8147,7863,9452,11139,10489,1,-18.643611394693163,12726518.542314207,-117562922393.66426,-2.3302166394854984e+16,9969.0,-1.9088822819047423e+26
10052,9200,8261,8050,9726,11848,11182,1,-14.421905895301004,12966489.545983823,-131004344230.11795,-2.553497304510833e+16,10052.0,-2.569979521308894e+26
10084,9194,8208,7936,8964,10551,10411,1,-25.2171956761199,12942176.42162505,-23777653353.327538,-2.3003179213338264e+16,10084.0,-1.0630051974131911e+26
10057,9190,8223,7954,9127,10557,10097,1,-31.092127077803767,12227353.611801185,-79187938540.00432,-2.3168386960289536e+16,10057.0,-1.1813355044185238e+26
10057,9170,8228,8012,9489,11325,11005,1,-14.20750538196755,12850180.633335577,-59093851497.313545,-2.467977238459539e+16,10057.0,-2.0703702791547784e+26
10044,9173,8235,8035,9626,11465,10781,1,-16.812708990796473,12503547.870285943,-130198028089.11447,-2.488948800127319e+16,10044.0,-2.1906259918327147e+26
10063,9218,8319,8193,9828,11886,11222,1,-13.746856419499515,12327619.069649596,-133333289688.98065,-2.6596506912313244e+16,10063.0,-2.572911914653714e+26
10036,9192,8211,7964,9380,11412,10763,1,-22.23004969931963,13223719.727977829,-121701950517.7411,-2.409808273105379e+16,10036.0,-1.8495141575111633e+26
10033,9163,8201,7963,9445,11390,10663,1,-21.8249739019286,12783742.250191381,-136546886924.84749,-2.4066002960257268e+16,10033.0,-1.9286794100234103e+26
10024,9196,8259,8048,9606,11569,10731,1,-21.005489899885422,12428735.15773361,-162319541402.0609,-2.4940888458947056e+16,10024.0,-2.095134964665483e+26
10126,9281,8329,8099,9362,11249,11046,1,-17.182191800903375,13067614.584993389,-37511300579.74818,-2.5282618290302456e+16,10126.0,-1.717760959472466e+26
10123,9283,8399,8272,9786,12027,11623,1,-12.659930695074179,12507653.826716868,-81970967488.53188,-2.752350392685745e+16,10123.0,-2.5942325902305223e+26
10081,9247,8348,8225,9678,11713,11096,1,-16.717222310310557,12204210.750628019,-122373054195.20914,-2.647688904159292e+16,10081.0,-2.182599595777789e+26
10072,9232,8294,8145,9782,11830,11181,1,-13.994018154851737,12935442.6914958,-128882037490.30247,-2.624629053273619e+16,10072.0,-2.5489438004289682e+26
10091,9277,8365,8172,9596,11610,11185,1,-15.959643625811882,12524383.105279246,-82362353870.33466,-2.6204354963169644e+16,10091.0,-2.0907848705667166e+26
10059,9251,8301,8109,9682,11645,11180,1,-13.764364227778946,13147806.442694329,-89828754680.09984,-2.591022767586221e+16,10059.0,-2.3434273682602015e+26
10066,9225,8304,8117,9569,11985,11510,1,-15.162867941077266,13054487.701598432,-94507221546.6155,-2.593867227511294e+16,10066.0,-2.348714864435762e+26
10139,9290,8397,8275,9801,12396,12025,1,-11.710818556954846,13095637.382573375,-77474825804.67555,-2.7943173752216452e+16,10139.0,-2.914888531983908e+26
10092,9284,8376,8249,9679,11918,11403,1,-15.359659583695494,12688021.51461152,-103734391180.97287,-2.6970396534745516e+16,10092.0,-2.2935419279172144e+26
10082,9228,8269,8069,9454,11515,10974,1,-19.05026177397804,13093761.97573958,-103191611733.69046,-2.5057379360634496e+16,10082.0,-1.9553738309355964e+26
10072,9205,8235,8014,9546,11724,11098,1,-17.00395949358271,13417640.384745648,-121128880816.72198,-2.495987345434719e+16,10072.0,-2.2766883966223554e+26
10060,9215,8260,8032,9524,11845,11410,1,-14.83074632672653,13535113.698286645,-84528678116.11632,-2.5278847881620212e+16,10060.0,-2.3254485622821658e+26
10072,9231,8264,8037,9370,11375,11128,1,-15.954954677808354,13426739.571680961,-45843486878.51169,-2.485112295135109e+16,10072.0,-1.8626031928906867e+26
10159,9285,8358,8167,9502,11834,11686,1,-13.663119475666191,13359539.017766202,-28974423124.91962,-2.6453624338717304e+16,10159.0,-2.2359080064404755e+26
10115,9240,8277,8034,9229,11500,11314,1,-18.135333139130697,13603889.75357087,-34831838243.09525,-2.476695146051755e+16,10115.0,-1.7136678163643054e+26
10068,9189,8217,7976,9312,11370,11079,1,-16.740858447842044,13469705.586386481,-53650553189.2593,-2.4272965713425148e+16,10068.0,-1.85163366655141e+26
10063,9201,8234,8008,9457,11858,11353,1,-16.554255534799,13688809.777117018,-98219774213.58856,-2.4939929640321576e+16,10063.0,-2.2417257547252624e+26
10044,9194,8231,8001,9353,11807,11472,1,-16.049158961997957,13780486.7970889,-64396197244.803925,-2.477282982280337e+16,10044.0,-2.0749277183244085e+26
10081,9220,8276,8062,9435,11865,11899,1,-11.576015142632436,13929640.409177737,6312246570.243051,-2.5688881209945404e+16,10081.0,-2.3267558864703528e+26
10084,9226,8290,8103,9482,12010,12188,1,-10.156220687134214,14111315.088513272,34206346354.682343,-2.625951484026969e+16,10084.0,-2.5132051382986225e+26
9998,9120,8116,7781,8963,11060,10849,1,-22.05088175478982,13807350.333522776,-36840277598.768555,-2.229859617095703e+16,9998.0,-1.3543183502662988e+26
10093,9227,8294,8116,9551,12402,12126,1,-12.473258337177594,13973555.356180226,-56376971037.50695,-2.6419963903239296e+16,10093.0,-2.71115591001715e+26
10058,9206,8230,8000,9261,11573,11559,1,-13.928901382028899,14130269.246616257,-2773937472.978626,-2.469931582094238e+16,10058.0,-1.9065161446103345e+26
10083,9217,8230,8031,9289,11337,11123,1,-16.41776153093919,13780310.611520378,-39522701605.27208,-2.4617480985528904e+16,10083.0,-1.7767229627340185e+26
10052,9186,8229,7998,9570,12266,12018,1,-11.270786641509712,14290031.04409169,-49341529754.95825,-2.5575765785278136e+16,10052.0,-2.847505434183382e+26
10009,9131,8149,7885,9235,11364,11158,1,-15.432154416557598,13762107.143130733,-37432774443.5513,-2.353485822375583e+16,10009.0,-1.8495827307337835e+26
10111,9265,8332,8186,9565,12030,11912,1,-11.897161472664923,13718550.064085511,-23542333129.757248,-2.676905930467581e+16,10111.0,-2.4564493079281005e+26
9997,9120,8119,7810,9226,11223,11092,1,-14.291805385479547,14013595.360330435,-23273362263.482635,-2.306018109234099e+16,9997.0,-1.8659634947692225e+26
9962,9110,8135,7773,8864,9869,9399,1,-54.82021833399801,11552083.8261334,-74081047841.82549,-2.120986709510016e+16,9962.0,-7.734036960859637e+25
10005,9151,8156,7819,8939,9791,9253,1,-58.26789730436578,11645003.700574907,-84939916996.12752,-2.1599195434822284e+16,10005.0,-8.037300145237346e+25
10093,9271,8262,7952,8897,9489,9054,1,-80.2688184536293,11583475.516297385,-67400140105.39847,-2.241910744300766e+16,10093.0,-6.081548110233054e+25
10046,9229,8262,7950,8991,9751,9055,1,-197.9954284027209,10980689.666190594,-112231784624.14082,-2.245011240066101e+16,10046.0,-7.068367769749003e+25
10020,9203,8254,7937,9316,10040,9212,1,-55.21840948570926,10873937.381588452,-138069866548.07513,-2.2972527292833852e+16,10020.0,-1.094777122870877e+26
10074,9270,8271,7970,9123,9594,9122,1,-43.663057808979424,11490580.57773752,-74227224697.81097,-2.293805218250795e+16,10074.0,-8.301625077257288e+25
10022,9164,8164,7821,8708,9274,8906,1,-93.08506582132433,11314613.629705139,-54656470953.73291,-2.1089216917660172e+16,10022.0,-4.910485069167348e+25
10152,9343,8327,8013,8677,9262,9047,1,-131.38868745432094,11702093.29927564,-32469197373.274265,-2.253085656812753e+16,10152.0,-3.2688850763962106e+25
10072,9266,8283,7964,8871,9274,9074,1,-47.2485456199695,11242769.424079543,-30044319456.92866,-2.242199269652883e+16,10072.0,-5.474274693243699e+25
10048,9234,8249,7925,8975,9562,9816,1,-18.473747231886243,12179509.797466202,37823183145.24847,-2.2710258904239304e+16,10048.0,-8.162151659770149e+25
10007,9206,8254,7990,9304,9984,9571,1,-24.574493141346093,11342315.851598049,-67491340411.1333,-2.3378528536934544e+16,10007.0,-1.1317785312789573e+26
9979,9170,8190,7911,9461,9936,9593,1,-16.86377044760374,11763897.055558577,-55062175508.11771,-2.3162278162680776e+16,9979.0,-1.3772795542385667e+26
9980,9166,8188,7930,9188,10206,9615,1,-34.0614447295318,11802196.99075664,-98778820163.59491,-2.276092345418013e+16,9980.0,-1.1080590155630722e+26
10018,9190,8200,7885,9033,9743,9041,1,-93.6570354225312,11286871.384512814,-112221892575.45453,-2.208249940205712e+16,10018.0,-8.049961435349155e+25
10154,9364,8411,8122,8942,9538,9331,1,-55.48814489707369,11102219.329778153,-32608590438.154587,-2.3768161760037824e+16,10154.0,-5.3768681631882845e+25
10132,9328,8318,8065,9064,9786,9315,1,-57.03544597595514,11894938.206314817,-76406533058.73016,-2.356468533592258e+16,10132.0,-7.707575706123208e+25
10003,9178,8177,7846,8760,9429,8986,1,-105.4055883129925,11419534.248730624,-67333457263.67392,-2.1352486344204396e+16,10003.0,-5.368248168165783e+25
10004,9179,8188,7911,9214,9688,9031,1,-41.88510857824932,11262869.918379933,-104545856354.54973,-2.247270054870112e+16,10004.0,-9.69099149966649e+25
10054,9240,8226,7929,8845,9389,8988,1,-75.9670110825337,11583761.824320218,-61211795245.22793,-2.2071307442496156e+16,10054.0,-5.687487812543803e+25
10095,9295,8332,8036,8951,9659,9426,1,-44.752120280627146,11368556.76339828,-36796227450.24232,-2.318250555622049e+16,10095.0,-6.440461331738848e+25
10058,9236,8291,8072,9663,10155,9446,1,-22.475801960289452,11042984.70575009,-120779164830.43298,-2.4490989272332396e+16,10058.0,-1.469369237595604e+26
9990,9157,8154,7892,9542,9736,9000,1,-24.04848169189486,11348894.946222086,-117904082063.4628,-2.2874195244804904e+16,9990.0,-1.3044537696555784e+26
10016,9190,8189,7898,8918,9392,9026,1,-47.05368206369861,11442312.650619878,-55572567846.76287,-2.191737960528645e+16,10016.0,-6.70258684389476e+25
10021,9227,8258,8002,9156,9990,9430,1,-43.27591635860555,11439651.473582318,-92369253670.37886,-2.3148238632215012e+16,10021.0,-9.394959610614813e+25
10032,9207,8255,7978,9064,9913,9295,1,-69.28448350071847,11048686.498023009,-101176292864.97066,-2.275582121938995e+16,10032.0,-8.279162678820721e+25
10070,9226,8203,7868,8468,9014,8848,1,-181.41995028905814,11599962.290208215,-23937470367.595425,-2.103268392244685e+16,10070.0,-2.2694011916508944e+25
10079,9248,8239,7923,8752,9324,9020,1,-82.30719476695357,11567968.011895275,-45846196135.657425,-2.1933033761933092e+16,10079.0,-4.774480056312151e+25
9999,9180,8194,7933,9181,9855,9152,1,-49.90894048490801,11347088.641481515,-114318180105.88669,-2.257080870695969e+16,9999.0,-9.646941573347417e+25
10002,9174,8179,7929,9372,9923,9137,1,-35.73147839417006,11429466.28400823,-129180428975.82477,-2.2866591547654988e+16,10002.0,-1.1724265102405743e+26
10046,9222,8246,7980,9100,9703,9242,1,-40.936619927231604,11320843.24561607,-73347698279.02946,-2.284356150456355e+16,10046.0,-8.48442230820142e+25
