B1,B2,B3,B4,B5,B6,B7,Class,Hyperfeature_1,Hyperfeature_2,Hyperfeature_3,Hyperfeature_4,Hyperfeature_5
10055,9251,8260,7960,8939,9677,9523,1,852593724080.2084,7960.0,78659980.0,1.248535341795886e-07,3378.2230345977696
10041,9256,8254,7968,9066,9536,9120,1,805055168943.2064,7968.0,75276480.0,1.8117206187811348e-07,4137.584175986976
10025,9232,8248,7961,8930,9660,9338,1,832849444095.2059,7961.0,77019824.0,1.2209193079626353e-07,3680.3179743438486
10756,9867,8807,8311,10381,9466,8494,1,793435179536.2273,8311.0,74806658.0,-1.0081742188909019e-07,6923.323311890224
10628,9732,8589,7996,9137,8539,8264,1,686834780819.2476,7996.0,70979496.0,-4.44766228926867e-08,5384.470547959372
10746,9855,8696,8090,9230,8648,8493,1,723910456799.2472,8090.0,73855128.0,-4.4227627462904155e-08,5174.068028668225
10897,9974,8827,8200,9219,8500,8393,1,711638187497.2476,8200.0,74085011.0,-3.682074531159086e-08,5601.661893105473
10010,9200,8171,7847,8642,9822,9831,1,888427927599.2161,7847.0,80329101.0,9.065284994206548e-08,2403.6839628517664
10005,9162,8120,7722,8525,9809,10059,1,904077308861.2281,7722.0,81679080.0,9.110829809076242e-08,1729.4521971231807
10704,9815,8661,8020,8929,8370,7992,1,656640195314.2507,8020.0,69218712.0,-3.781699053182233e-08,5827.541252154479
9996,9190,8161,7840,8615,9953,10008,1,915487444149.2157,7840.0,81675288.0,7.429004515953503e-08,2139.175977842897
10771,9874,8756,8130,9420,8531,7976,1,671945566487.2451,8130.0,69837856.0,-3.686423034449326e-08,6639.9429457857295
10697,9783,8676,8046,9069,8417,8198,1,675136980485.2478,8046.0,71125848.0,-3.985109976169024e-08,5628.516003717799
10781,9878,8754,8127,9237,8562,8332,1,704769004763.2461,8127.0,72938328.0,-4.034943403842117e-08,5653.451227946989
10721,9828,8749,8123,9743,9128,8705,1,781011395891.2423,8123.0,76160045.0,-6.819878994849455e-08,5455.272528095276
10705,9796,8736,8095,9880,9378,9032,1,829827310271.2438,8095.0,78903552.0,-1.1245166807148227e-07,4934.598802142646
10059,9267,8269,7993,8989,11081,11270,1,1157366185112.2053,7993.0,93191630.0,2.905558880066971e-08,1295.7745778456738
10726,9828,8774,8193,10201,9827,9123,1,881183344859.2361,8193.0,80045202.0,-1.8622464117163818e-05,5290.597115939559
10830,9925,8798,8138,9688,8711,7868,1,680328439049.2485,8138.0,69222664.0,-3.788064439699139e-08,7145.176351490893
10737,9835,8672,8067,9071,8597,8277,1,699918013234.2487,8067.0,71778144.0,-4.335588150933397e-08,5405.038552738286
10673,9786,8671,8037,9419,8756,8224,1,704768294789.2471,8037.0,71310304.0,-4.801841994886447e-08,5888.5263428410035
10594,9712,8621,7998,9600,8976,8319,1,725291820079.245,7998.0,71718099.0,-6.401402072275548e-08,5823.675988469797
10636,9711,8658,8054,9736,9153,8533,1,758537931176.2427,8054.0,73878714.0,-8.305447750998622e-08,5667.735248477657
10031,9197,8188,7877,8838,10740,10910,1,1077719064835.2147,7877.0,89331080.0,3.509685925604416e-08,1332.2395784311593
10591,9675,8618,8070,9859,9525,8676,1,799614736649.2379,8070.0,74769768.0,-2.912873894220104e-07,5543.670404166565
9985,9169,8101,7763,8574,10128,10443,1,969849187044.2225,7763.0,84598743.0,6.052227482158774e-08,1369.5824143628233
9986,9160,8133,7774,8575,10204,10490,1,980560531879.2216,7774.0,85315170.0,5.55299439334568e-08,1384.3972455660623
10020,9189,8151,7814,8622,10582,10845,1,1054620987848.2202,7814.0,88397595.0,4.078480770814173e-08,1056.7283132533194
10724,9833,8663,8024,9083,8427,7966,1,660169379784.2517,8024.0,69009458.0,-3.748098260896492e-08,6004.128582592257
10573,9659,8591,7936,9653,8951,8085,1,699093557733.2494,7936.0,69458235.0,-6.429356391728813e-08,6247.49685551324
10464,9558,8510,7934,9608,9193,8467,1,744048636677.2417,7934.0,72054170.0,-1.262969407891742e-07,5464.3223261054845
10795,9872,8742,8099,9271,8536,8160,1,687708219743.2498,8099.0,71334720.0,-3.8835709969075765e-08,5965.310554019143
10874,9938,8789,8115,9130,8384,8006,1,667148802233.2537,8115.0,70364734.0,-3.430547611098295e-08,6176.127681460432
10734,9823,8665,8010,9372,8783,8037,1,693480578427.2538,8010.0,69640605.0,-4.6721607340009583e-08,6085.599734436535
10792,9871,8772,8105,10293,9240,7891,1,719809232051.249,8105.0,69219852.0,-6.237556236850693e-08,7609.773086050511
10012,9180,8151,7828,8782,10512,10931,1,1054918075139.2183,7828.0,89098581.0,4.214227240560698e-08,1158.2524243006737
9989,9173,8122,7772,8619,10380,10825,1,1030784888605.222,7772.0,87920650.0,4.80703144189576e-08,1011.9159238586144
9981,9187,8152,7849,8785,10529,10866,1,1051142235741.2137,7849.0,88579632.0,4.1439660928149504e-08,1295.98124124065
9989,9154,8152,7797,8695,10687,10952,1,1071495619103.2195,7797.0,89280704.0,3.652224036699235e-08,1045.881915805683
10496,9557,8502,7887,9329,8961,8185,1,701046920858.2485,7887.0,69588870.0,-8.070369582010259e-08,5626.0113228739065
9986,9153,8097,7761,8709,9477,9141,1,792991701161.2228,7761.0,74014677.0,1.6622770481590704e-07,3256.526245422916
9884,9041,8045,7721,9406,9654,8885,1,775571652234.2189,7721.0,71479825.0,7.375775493394422e-08,4378.817881059451
9880,9027,8019,7671,8965,9494,8823,1,756224115686.2236,7671.0,70751637.0,1.0551373661515001e-07,3930.3058863641527
9896,9020,7947,7559,8412,8992,8656,1,702141144979.2361,7559.0,68789232.0,-1.923094054998804e-06,3322.2823618964067
9864,9002,7933,7552,8432,9058,8771,1,715259770301.2344,7552.0,69580343.0,1.0302199317218767e-06,3167.627471209791
9862,9031,8067,7784,9502,10215,9241,1,852570489341.2108,7784.0,74547147.0,3.6492022732394516e-08,4114.085261210599
9940,9115,8113,7811,9210,9754,9171,1,815446558404.2142,7811.0,74404323.0,7.487552073150448e-08,3900.24955553994
9916,9081,8055,7739,8984,9734,9071,1,801899239688.2195,7739.0,73066905.0,7.512895417284823e-08,3660.6588157114384
9867,8986,7989,7642,9222,9698,8773,1,764605647397.2255,7642.0,70087497.0,6.401976668042315e-08,4203.73348570288
9863,9032,8006,7645,8749,9293,8699,1,730217447015.2249,7645.0,69644194.0,1.9845738113333124e-07,3864.7636406273923
9905,9019,7987,7618,8756,9234,8728,1,726952495440.2308,7618.0,69710536.0,2.4320310597547284e-07,3708.7167967407404
9861,8986,7934,7536,8450,9181,8724,1,719805360307.2357,7536.0,69216216.0,2.8422502960834655e-07,3249.297866384375
9962,9137,8114,7802,9027,9778,9250,1,826483808117.2168,7802.0,75054500.0,7.744766491249959e-08,3543.3489275926186
9896,9016,7961,7590,8525,9166,8726,1,721194140631.233,7590.0,69467686.0,3.66361237288507e-07,3404.4460483252624
9837,8990,7976,7599,8747,9210,8697,1,720165040539.2275,7599.0,69367272.0,2.377619887256049e-07,3791.4529730389295
9894,9039,7952,7565,8473,8971,8781,1,712113236816.2354,7565.0,69826512.0,-8.184364377131849e-07,3180.775150704936
9899,9040,7955,7552,8311,9012,8816,1,718298032879.2372,7552.0,70131280.0,-1.992687729804631e-06,2944.5444013427405
9905,9042,7992,7611,8528,9415,9077,1,772801176773.2316,7611.0,72543384.0,1.4813690783165533e-07,2913.4429049518803
9909,9061,8013,7676,8879,9675,9153,1,802471952567.2253,7676.0,73342989.0,8.247328294384383e-08,3271.632600220317
9848,9007,7962,7592,8625,9015,8733,1,709174764698.229,7592.0,69532146.0,8.14521399999322e-06,3551.075645946552
9907,9074,8049,7702,8869,9525,9096,1,786238952225.2225,7702.0,73213704.0,1.1436626304067544e-07,3444.723526062822
10171,9251,8170,7666,8344,8654,8821,1,706268557103.2463,7666.0,72067570.0,-1.0385151779779969e-07,3075.572281235509
10206,9288,8184,7704,8472,8833,9072,1,744351094079.2451,7704.0,74245248.0,-1.3375015783144553e-07,2814.9690918400593
10105,9194,8055,7578,8166,8745,9375,1,753838401419.2501,7578.0,75515625.0,-1.4831201971472002e-07,1816.3141959031636
10219,9287,8241,7716,8322,8644,9263,1,743680791930.2449,7716.0,76336383.0,-1.0243680966624618e-07,2483.291087828984
10709,9810,8666,8105,8885,8623,8508,1,719790601499.2432,8105.0,73730328.0,-4.768253290805888e-08,4874.298306715795
10427,9537,8389,7857,8538,8516,8584,1,697247523620.2465,7857.0,72011176.0,-5.9066228491928646e-08,3910.513501931975
10869,9957,8863,8280,9284,8896,8672,1,768232086074.2382,8280.0,76859936.0,-4.987946525491483e-08,5368.927501045546
10915,10080,8848,8290,9012,8738,8623,1,759594749759.2405,8290.0,76296304.0,-4.1708741526792726e-08,5034.857814187177
10113,9210,8110,7575,8148,8619,8918,1,707994361919.251,7575.0,72324980.0,-1.1017198756215906e-07,2552.38554679172
10219,9324,8136,7640,8260,8797,9507,1,779870688659.2523,7640.0,77348952.0,-1.26053029013255e-07,1715.406209769979
10436,9560,8388,7859,8549,8815,8850,1,745882079279.247,7859.0,74233800.0,-8.023132121988999e-08,3413.717047598264
11338,10473,9321,8723,9739,9142,8946,1,856624927868.2306,8723.0,83385666.0,-3.8100416925599797e-08,6104.5991134015785
10668,9824,8599,8077,8737,8686,8732,1,745197073823.2429,8077.0,75086468.0,-5.164115730716739e-08,4137.641085634761
11195,10321,9137,8559,9433,9032,8866,1,826576368528.2355,8559.0,81008642.0,-4.097718494874657e-08,5558.2072667259345
10660,9785,8569,8040,8678,8792,9071,1,780459437784.2457,8040.0,77729399.0,-6.122943049393875e-08,3388.1217523886953
10210,9306,8161,7619,8290,8942,9537,1,793690267589.2538,7619.0,77831457.0,-1.7937876133452043e-07,1727.707360893939
10096,9220,8103,7613,8331,8960,9236,1,763071752859.246,7613.0,74839308.0,-2.3874532316511575e-07,2300.3251037542977
11776,10984,9828,9218,10120,9038,8783,1,872026152687.2172,9218.0,86319324.0,-2.504642773831686e-08,8044.996157106136
11228,10401,9163,8589,9193,8692,8642,1,781379566226.235,8589.0,79186646.0,-3.260232267435726e-08,5811.338279108331
11795,10980,9855,9208,10039,9081,8911,1,888618493079.2194,9208.0,87817905.0,-2.632801512463441e-08,7688.405886715249
11528,10715,9520,8922,9680,8887,8617,1,820648981284.226,8922.0,82033840.0,-2.802520424870106e-08,7204.556150973793
10060,9127,8050,7547,8542,9301,9298,1,789382802995.2498,7547.0,74848900.0,3.3428399942644467e-07,2325.851775617277
10219,9302,8148,7629,8336,9064,9960,1,839836539575.2534,7629.0,81154080.0,-2.7861730148635583e-07,1191.7746159897324
10492,9581,8385,7837,8432,8701,9164,1,764030607768.2529,7837.0,76840140.0,-7.291900157107173e-08,2651.957718374797
11197,10369,9210,8587,9209,8691,8728,1,786636491201.233,8587.0,80384880.0,-3.362668015315431e-08,5800.899111823015
11697,10830,9723,9103,9806,8968,8685,1,843622376489.2217,9103.0,84444255.0,-2.7243356670700876e-08,7730.731820761521
12057,11279,10181,9529,10367,9221,9096,1,946132113762.2096,9529.0,92606376.0,-2.3611001658884443e-08,8429.178569022071
11917,11143,10039,9401,10159,9050,8732,1,880682982376.211,9401.0,87660548.0,-2.3234715449300085e-08,8804.152072332468
10063,9144,8027,7503,8200,8911,9233,1,752398403759.2543,7503.0,74113291.0,-2.732536788814153e-07,1960.2238893021167
10310,9408,8253,7723,8377,9035,9168,1,779369379263.251,7723.0,75663504.0,-1.6474732649509524e-07,2503.588509144385
11107,10225,9120,8485,9192,8653,8481,1,750466052924.2361,8485.0,77346720.0,-3.499103226255054e-08,6152.44150019548
11206,10359,9244,8612,9317,8800,9063,1,826271588195.2314,8612.0,83778372.0,-3.655341261996992e-08,5328.624729769159
10795,9924,8732,8158,8802,8739,8891,1,771166064243.2443,8158.0,77636212.0,-5.0173213649288533e-08,4093.358412051326
11797,10982,9911,9283,10174,9154,9246,1,929602084689.213,9283.0,91637106.0,-2.7634958239310007e-08,7325.851761796141
9841,8915,7804,7290,8072,8837,9466,1,745818612089.2592,7290.0,73872664.0,-8.39858687965816e-07,1229.2425890042323
9775,8847,7723,7228,7916,8765,9054,1,702151293950.2605,7228.0,69924042.0,-7.890219871238156e-07,1540.7554158696948
9964,9046,7918,7419,8158,8901,8992,1,724093492659.2554,7419.0,71198656.0,-4.257357846517496e-07,2140.0616403208514
10270,9323,8194,7628,8247,8591,8809,1,705623496098.2572,7628.0,72180946.0,-8.728472935436016e-08,2802.733168404302
10302,9375,8326,7734,8417,8568,8613,1,691917281249.2493,7734.0,71711838.0,-7.607196897207968e-08,3667.393724715297
10334,9402,8336,7761,8530,8681,8772,1,716038155335.249,7761.0,73123392.0,-8.374703655275127e-08,3503.5626673335937
10815,9929,8859,8254,9050,8616,8671,1,741876958154.2367,8254.0,76816389.0,-4.335123425110667e-08,5173.012706793601
9662,8715,7570,7064,7652,8579,9288,1,694492441229.2688,7064.0,70310160.0,-5.23597858762652e-07,691.6808853798611
9856,8994,8190,7869,11861,13016,9567,1,1120043164427.2017,7869.0,78353730.0,5.833913095728335e-09,6295.158266109342
9905,9026,8198,7882,11683,13131,9746,1,1155173872023.2043,7882.0,79897708.0,5.893175844191604e-09,5829.035290549262
9887,9013,8185,7907,11689,13160,9725,1,1153566524404.2002,7907.0,79599125.0,5.783814103990325e-09,5937.171519159285
9860,8956,8127,7826,11611,13063,9670,1,1131387630171.2063,7826.0,78588090.0,5.8931625009061465e-09,5773.840571605691
9805,8917,8124,7779,11957,12832,9411,1,1076906767691.2068,7779.0,76454964.0,5.897616460914633e-09,6456.884141361959
9811,8949,8152,7774,11934,12980,9528,1,1106826566807.2075,7774.0,77672256.0,5.749272305293838e-09,6248.119927712665
9802,8926,8106,7806,11750,13037,9553,1,1111738361041.2036,7806.0,77436618.0,5.712302125506231e-09,6090.384029658937
9806,8947,8079,7802,11596,13166,9687,1,1141164091586.2043,7802.0,78261273.0,5.660997352077395e-09,5691.6728368065305
9910,9029,8218,7921,11749,13335,9860,1,1187235110221.2007,7921.0,81029480.0,5.524872284807029e-09,5838.167777900089
9840,8975,8125,7787,11598,13130,9711,1,1144434156124.2085,7787.0,78901875.0,5.823417041588978e-09,5615.203658202037
9891,9018,8188,7937,11572,13361,9957,1,1199787770969.1975,7937.0,81527916.0,5.6206867878155235e-09,5569.846790981388
9822,8962,8149,7845,11814,13137,9654,1,1136675078613.2012,7845.0,78670446.0,5.605276218776255e-09,6091.358708021056
9814,8962,8139,7879,11775,13213,9797,1,1160183775799.1973,7879.0,79737783.0,5.557268268372007e-09,5931.480953891081
9795,8950,8098,7778,11658,13095,9635,1,1129296885849.2058,7778.0,78024230.0,5.746563642762933e-09,5797.18252040424
9862,8993,8177,7937,11616,13331,9906,1,1187661111558.1953,7937.0,81001362.0,5.574589000492195e-09,5722.935239582763
9806,8966,8165,7915,11891,13431,9884,1,1190327675253.1929,7915.0,80702860.0,5.153303896084018e-09,6039.779358302789
9846,8961,8131,7819,11692,13259,9923,1,1179063181667.2058,7819.0,80683913.0,5.604335618501511e-09,5507.3772299442135
9869,9005,8171,7898,11644,13317,9987,1,1197710475249.1997,7898.0,81603777.0,5.642891082960192e-09,5529.460273670909
9840,8967,8167,7883,11947,13299,9785,1,1166955354893.199,7883.0,79914095.0,5.29871902263871e-09,6122.06685147345
9827,8973,8137,7905,11774,13311,9809,1,1171656079127.1956,7905.0,79815833.0,5.39205983912626e-09,5947.299382241621
9798,8932,8095,7815,11588,13195,9694,1,1142585236099.2024,7815.0,78472930.0,5.606110714834248e-09,5744.298264407866
9806,8917,8120,7758,12104,12941,9428,1,1088015494955.209,7758.0,76555360.0,5.575356068830406e-09,6518.033675604169
9832,8958,8113,7858,11647,13293,9854,1,1173474126929.2007,7858.0,79945502.0,5.51073266718186e-09,5641.6096838193625
9830,8958,8194,7924,11991,13424,9839,1,1183234718939.1938,7924.0,80620766.0,5.0860185367731696e-09,6232.5514342669485
9843,8929,8120,7848,11764,13340,9740,1,1160231759879.203,7848.0,79088800.0,5.252190138274289e-09,5911.515160680148
9803,8951,8133,7858,11753,13368,9810,1,1173907654562.1985,7858.0,79784730.0,5.283185198155757e-09,5860.412879118598
9825,8952,8121,7852,11606,13185,9742,1,1149941612231.201,7852.0,79114782.0,5.681209970706816e-09,5761.197600658241
9821,8962,8122,7821,11743,13050,9622,1,1125405139563.2036,7821.0,78149884.0,5.793946094056005e-09,5983.85410849746
9802,8917,8113,7720,12076,12813,9341,1,1067314483281.2125,7720.0,75783533.0,5.80511867615499e-09,6525.057030344578
9841,8976,8199,7896,11897,13185,9714,1,1149711506063.1975,7896.0,79645086.0,5.5373566259746605e-09,6226.604999321615
9838,8983,8197,7898,12039,13214,9640,1,1144354763330.1973,7898.0,79019080.0,5.349105073692432e-09,6466.083814377489
9829,8953,8134,7856,11836,13393,9714,1,1164854560407.2007,7856.0,79013676.0,5.135878004258996e-09,6040.126958983659
9819,8966,8211,7890,12282,13170,9574,1,1130592794105.1965,7890.0,78612114.0,5.218634502574837e-09,6827.129893988091
9810,8957,8181,7877,12041,13088,9500,1,1113750829216.197,7877.0,77719500.0,5.46029762362547e-09,6656.510510721251
9829,8958,8118,7865,11682,13140,9704,1,1142312317523.1997,7865.0,78777072.0,5.693156449558113e-09,5903.140173526634
9789,8930,8197,7763,12753,13014,9493,1,1103302384069.2068,7763.0,77814121.0,5.113388381274931e-09,7141.447432105542
9806,8949,8182,7865,12238,13413,9772,1,1173035081081.198,7865.0,79954504.0,4.902028059555856e-09,6446.347859077454
9830,8946,8136,7850,11599,13296,9751,1,1159915386671.2014,7850.0,79334136.0,5.486371704856275e-09,5755.026966185145
9828,8948,8111,7810,11712,13003,9609,1,1118087837223.2053,7810.0,77938599.0,5.8790222712781754e-09,5941.7980159612525
9840,8963,8193,7860,12001,13076,9548,1,1119100828882.2012,7860.0,78226764.0,5.559479089938487e-09,6486.5366479048025
9828,8948,8140,7805,11797,13058,9573,1,1118610722551.2058,7805.0,77924220.0,5.705398092600331e-09,6095.109776729241
9839,8967,8193,7879,12060,13398,9743,1,1170596181068.1992,7879.0,79824399.0,5.050541702299316e-09,6308.396067397884
9828,8951,8123,7760,11890,12957,9456,1,1096761688764.2103,7760.0,76811088.0,5.7671849510531025e-09,6225.118521885794
9852,9008,8211,7946,11965,13218,9728,1,1158364978319.1934,7946.0,79876608.0,5.477886029807162e-09,6357.752802384897
9800,8902,8160,7757,12382,12667,9130,1,1029586358739.2085,7757.0,74500800.0,5.766867927421334e-09,7295.932122608083
9872,9048,8270,7951,12123,13292,9727,1,1169902364591.1946,7951.0,80442290.0,5.326363936114978e-09,6528.112164534348
9882,9035,8285,7975,12179,13574,9897,1,1213853722704.193,7975.0,81996645.0,4.8940156881995984e-09,6419.377713844264
9818,8941,8175,7784,12364,12842,9355,1,1074217204984.2072,7784.0,76477125.0,5.618029710926722e-09,6961.157263691592
9787,8892,8151,7760,12141,12699,9213,1,1040399905895.2072,7760.0,75095163.0,5.9064070049941145e-09,6957.99973357805
9870,9003,8205,7838,12222,12941,9521,1,1109344852397.2058,7838.0,78119805.0,5.722079709396557e-09,6629.33799857795
10094,9215,8359,8073,11693,13264,9902,1,1210376307704.2004,8073.0,82770818.0,6.0802723591067e-09,5856.776312081387
10023,9163,8318,8033,11889,13122,9661,1,1161684773479.1987,8033.0,80360198.0,5.974734451049714e-09,6375.0821903400465
10045,9167,8300,7995,11856,12978,9592,1,1141229861091.204,7995.0,79613600.0,6.2744614484017385e-09,6309.891674186314
10109,9214,8352,7960,12064,12665,9340,1,1090011150727.2126,7960.0,78007680.0,6.843946081549165e-09,6762.713014513443
9654,8765,8127,7421,15301,13237,8874,0,1029653167724.2313,7421.0,72118998.0,3.190175433111812e-09,9793.863424974377
9688,8787,8166,7534,15181,13347,8954,0,1050197671547.2224,7534.0,73118364.0,3.1701196404007908e-09,9851.255464222366
10084,9199,8334,8061,11548,13279,9868,1,1205487609693.2007,8061.0,82239912.0,6.101339769738652e-09,5734.46844996624
10108,9238,8336,8160,11710,13903,10221,1,1312820484961.1926,8160.0,85202256.0,5.061988483987842e-09,5571.906656438772
9628,8739,8017,7322,15248,12838,8516,0,955491018074.2395,7322.0,68272772.0,3.4542482534441352e-09,10001.243238094976
9676,8774,8110,7471,15160,13357,8948,0,1048725914603.2279,7471.0,72568280.0,3.1360236583310786e-09,9639.193281968375
10110,9230,8390,8057,11971,13065,9613,1,1159308629049.2031,8057.0,80653070.0,6.1650223902040654e-09,6511.850792958041
10120,9272,8344,8144,11752,13243,9766,1,1199235677103.1953,8144.0,81487504.0,6.055599331752805e-09,6166.949340355302
10175,9297,8429,8229,11871,13253,9803,1,1207936785635.1912,8229.0,82629487.0,6.056637867263093e-09,6441.933072923472
10213,9343,8438,8224,11851,13703,10084,1,1291104405069.1948,8224.0,85088792.0,5.4200671558153905e-09,5938.126260812351
10167,9284,8400,8096,11792,13458,9923,1,1239898012055.2036,8096.0,83353200.0,5.74718821325302e-09,5879.809777573024
9649,8762,8113,7489,15254,12845,8734,0,983064357365.2239,7489.0,70858942.0,3.584881633965708e-09,10164.315499037508
9604,8712,8093,7344,15286,12962,8632,0,974838622823.2354,7344.0,69858776.0,3.3543968791580096e-09,10030.26467049752
9651,8772,8095,7464,14624,13152,8818,0,1017397884731.2266,7464.0,71381710.0,3.491756286831724e-09,9346.171330513094
9643,8764,8046,7365,14661,13010,8713,0,993523638463.2362,7365.0,70104798.0,3.581196937869406e-09,9246.19243789847
10078,9189,8318,7988,11825,12995,9571,1,1142959641506.2075,7988.0,79611578.0,6.3001304930481785e-09,6261.567064943749
10116,9258,8442,8080,12268,12970,9501,1,1140922702295.2014,8080.0,80207442.0,6.159706170881342e-09,7049.816778946777
10150,9265,8438,8090,11986,12881,9475,1,1130848033944.203,8090.0,79950050.0,6.593543600906944e-09,6797.171855827488
10264,9383,8499,8256,12033,13111,9626,1,1184275204254.1958,8256.0,81811374.0,6.3262272927547825e-09,6836.718729146389
10325,9402,8555,8258,12290,13225,9650,1,1199975426609.2002,8258.0,82555750.0,5.959717278070704e-09,7042.9739367033835
10325,9462,8554,8260,12145,13459,9875,1,1257652885697.2,8260.0,84470750.0,5.8000127380357834e-09,6506.752582982866
10293,9388,8490,8174,11894,13537,9994,1,1270170751983.2058,8174.0,84849060.0,5.757889262965135e-09,5927.932918054717
9685,8799,8174,7542,14469,13212,8884,0,1032858138017.2213,7542.0,72617816.0,3.562198814559455e-09,9328.044956626072
9706,8812,8139,7516,15356,13791,9187,0,1116533765471.2256,7516.0,74772993.0,2.7879161806701143e-09,9533.629081893247
9712,8829,8134,7466,15465,13683,9077,0,1096638833024.2313,7466.0,73832318.0,2.8250387576963192e-09,9635.179563196161
9674,8795,8138,7512,14873,13360,8886,0,1044187236909.2234,7512.0,72314268.0,3.232494727399388e-09,9594.375028756429
10189,9330,8506,8088,12319,12941,9449,1,1140947179949.2063,8088.0,80373194.0,6.328744538808441e-09,7134.007368887193
10291,9432,8581,8254,12262,13217,9669,1,1205445007727.198,8254.0,82969689.0,6.079534170230713e-09,7013.804441017008
9694,8828,8154,7535,15159,14017,9397,0,1162876271683.2227,7535.0,76623138.0,2.7362320137827055e-09,9101.80166748065
9721,8866,8242,7732,14732,14164,9530,0,1196831642291.2046,7732.0,78546260.0,2.8254946999816484e-09,9050.27754849181
9716,8841,8216,7677,15134,13592,9134,0,1097676846503.2098,7677.0,75044944.0,3.0541277703734744e-09,9881.691698883806
9663,8784,8137,7433,15269,12738,8627,0,965351612591.2307,7433.0,70197899.0,3.7092255050317883e-09,10188.4760001008
10260,9403,8553,8186,12099,13177,9639,1,1194384631367.2021,8186.0,82442367.0,6.220388719068594e-09,6771.321805170872
10332,9456,8606,8272,12418,13293,9630,1,1210558973375.1995,8272.0,82875780.0,5.827955047635805e-09,7232.787195342236
10355,9470,8600,8269,12175,13699,9962,1,1292447019859.2014,8269.0,85673200.0,5.408777321937978e-09,6445.49794451474
10375,9492,8640,8313,12370,13519,9784,1,1255587863711.1987,8313.0,84533760.0,5.565759526736127e-09,7007.021999258046
9746,8872,8275,7785,15449,14432,9694,0,1241300000375.2012,7785.0,80217850.0,2.48283450546346e-09,9627.212104487968
9844,8970,8401,8076,14702,15519,10671,0,1485536500499.1797,8076.0,89647071.0,2.291149442921853e-09,8292.90273763657
9702,8831,8153,7676,14709,13572,9139,0,1095420739290.209,7676.0,74510267.0,3.183248742604559e-09,9438.459129088878
10340,9464,8610,8185,12489,13213,9576,1,1197539524271.2085,8185.0,82449360.0,5.945324125351819e-09,7170.745941072193
9808,8983,8411,8156,14659,15104,10420,0,1413853153452.1687,8156.0,87642620.0,2.4980640678096734e-09,8798.1637044511
10445,9544,8681,8332,12418,13489,9747,1,1254902040415.2024,8332.0,84613707.0,5.6708733029258595e-09,7083.532324000407
10353,9480,8587,8186,12461,13149,9504,1,1184778954839.2092,8186.0,81610848.0,6.071422858102591e-09,7202.186684556931
10378,9505,8618,8268,12367,13396,9717,1,1237337612749.2034,8268.0,83741106.0,5.785235159892604e-09,6959.358829784269
10387,9519,8623,8240,12171,13246,9586,1,1208768111300.2068,8240.0,82660078.0,6.211129983198754e-09,6894.782984659178
10293,9414,8555,8124,12241,12950,9397,1,1145681022869.2107,8124.0,80391335.0,6.5210695338268075e-09,7103.241048988675
9740,8839,8146,7799,12445,12992,9358,1,1074709985597.1993,7799.0,76230268.0,5.1200287265907446e-09,7217.286346782879
9803,8936,8160,7896,12198,13535,9832,1,1189241126079.1946,7896.0,80229120.0,4.732738752744945e-09,6391.419176877425
10493,9584,8702,8337,12332,13207,9656,1,1222300174495.2056,8337.0,84026512.0,6.379704429836442e-09,7094.728430807652
10403,9530,8677,8242,12402,13144,9516,1,1192078928929.2078,8242.0,82570332.0,6.2849407811133075e-09,7275.983104573206
10449,9572,8693,8335,12366,13455,9761,1,1257214698255.2024,8335.0,84852373.0,5.836061358584566e-09,7002.040035757167
10512,9606,8689,8306,12313,13416,9690,1,1248873456773.21,8306.0,84196410.0,5.969418721114483e-09,6893.0519579754
10319,9405,8543,8130,12329,12956,9407,1,1146334397174.2122,8130.0,80364001.0,6.4128569103163004e-09,7152.057373873162
10362,9473,8610,8215,12233,13225,9517,1,1192375367254.207,8215.0,81941370.0,6.084274745431027e-09,7059.733467063099
9819,8931,8127,7886,11846,13372,9793,1,1169604858512.197,7886.0,79587711.0,5.1716008689832426e-09,6035.0176701651835
9743,8888,8080,7805,11956,13057,9567,1,1110328058311.199,7805.0,77301360.0,5.459689509929894e-09,6335.553860268439
9771,8926,8117,7890,11779,13081,9698,1,1132420688529.1926,7890.0,78718666.0,5.684364850188358e-09,6151.525646318754
9738,8883,8126,7750,12046,12889,9438,1,1080656994563.2042,7750.0,76693188.0,5.685763244178266e-09,6538.136695738875
9722,8883,8132,7812,12280,12943,9414,1,1082424942521.1965,7812.0,76554648.0,5.394690891629314e-09,6966.026898536587
9847,8963,8147,7957,11720,13728,10078,1,1240111098552.192,7957.0,82105466.0,4.864478434841936e-09,5656.496355017338
9833,8968,8144,7959,11623,13634,10049,1,1228761371279.1904,7959.0,81839056.0,5.0632153289360215e-09,5609.734389800389
9797,8941,8167,7928,12108,13516,9789,1,1183039957830.191,7928.0,79946763.0,4.801243426765206e-09,6445.27251602419
9778,8943,8158,7927,12438,13507,9775,1,1180825519268.1895,7927.0,79744450.0,4.6085679911343466e-09,6790.520382170798
9777,8906,8140,7923,12055,13519,9835,1,1184208599529.1897,7923.0,80056900.0,4.797393547054567e-09,6346.756641838492
9768,8897,8118,7889,11790,13344,9745,1,1157013906005.1924,7889.0,79109910.0,5.185030836322145e-09,6128.381852766612
9758,8900,8122,7822,11949,13170,9627,1,1128481836799.1985,7822.0,78190494.0,5.3344902060881725e-09,6302.570493709889
