B1,B2,B3,B4,B5,B6,B7,Class,Hyperfeature_1,Hyperfeature_2,Hyperfeature_3,Hyperfeature_4,Hyperfeature_5
9745,8865,8121,7789,12233,13124,9507,1,1106156872484.201,7789.0,77206347.0,5.1212985281218926e-09,6714.924760395672
9752,8829,8092,7744,12246,12976,9335,1,1069536690107.2058,7744.0,75538820.0,5.2220842049719865e-09,6867.229444860266
9800,8942,8183,7921,12224,13263,9656,1,1145253007761.192,7921.0,79015048.0,5.0844534772602665e-09,6739.483542527243
9798,8954,8121,7898,11767,13395,9866,1,1183389212213.1938,7898.0,80121786.0,5.24531561589715e-09,5879.049521998921
9800,8920,8191,7976,12395,13422,9731,1,1165109643159.1863,7976.0,79706621.0,4.732755003213869e-09,6959.622502025268
9793,8957,8209,8071,12049,13671,10028,1,1228013630128.1758,8071.0,82319852.0,4.743318511331304e-09,6424.850818050541
9782,8955,8149,8003,11847,13758,10053,1,1238631627464.182,8003.0,81921897.0,4.716093879107894e-09,5992.071863606874
9771,8903,8100,7854,11816,13502,9836,1,1182441012115.1963,7854.0,79671600.0,4.9531893702049044e-09,5922.809057179729
9743,8873,8101,7786,12095,13243,9558,1,1123185998734.2007,7786.0,77429358.0,5.029965628738337e-09,6475.4114663975415
9739,8860,8092,7785,12040,13177,9544,1,1114316706799.2007,7785.0,77230048.0,5.1494070784773074e-09,6447.219293920414
9802,8959,8146,7928,11786,13266,9812,1,1166230102341.1912,7928.0,79928552.0,5.452967473842722e-09,6055.796542392007
9800,8966,8204,8012,12149,13417,9811,1,1180305677705.1826,8012.0,80489444.0,4.985254375256184e-09,6660.04345686622
9800,8962,8202,8041,12168,13517,9866,1,1195234372887.1794,8041.0,80920932.0,4.831724426703712e-09,6672.088399624459
9788,8932,8148,8015,12022,13614,9952,1,1210238446031.1812,8015.0,81088896.0,4.750026560079798e-09,6340.371489778332
9780,8904,8110,7983,11832,13596,9920,1,1200975348719.1838,7983.0,80451200.0,4.828927872486966e-09,6120.850024113999
9758,8881,8098,7833,11992,13444,9714,1,1159886255433.1973,7833.0,78663972.0,4.8497690029884294e-09,6242.806445217389
10187,9347,8311,7931,9230,9953,9758,1,907871165694.2214,7931.0,81098738.0,8.345852688323362e-08,3108.5883885147523
9741,8869,8079,7727,12117,13112,9486,1,1103201704058.2068,7727.0,76637394.0,5.1903757016172286e-09,6442.158464339223
9709,8833,8061,7711,12137,12915,9352,1,1066930482452.2057,7711.0,75386472.0,5.4055983646273755e-09,6664.279013826246
10538,9679,8571,8135,9280,9626,9775,1,910820236558.228,8135.0,83781525.0,-9.828384200718387e-07,3240.3157858609047
10371,9506,8442,8010,9072,9518,9461,1,856093629439.2277,8010.0,79869762.0,5.009258389313826e-06,3411.867952805467
10021,9173,8164,7793,8909,9767,9899,1,886952936580.2224,7793.0,80815436.0,9.204854811396227e-08,2471.4488645708734
9990,9116,8121,7724,9076,9746,9386,1,833968845931.2268,7724.0,76223706.0,7.999277253827499e-08,3236.918845286793
10441,9560,8482,8032,9203,9677,9635,1,891435364119.2308,8032.0,81724070.0,4.549037181090225e-07,3252.638082403384
9700,8821,8078,7627,12475,12664,9127,1,1019640613325.2139,7627.0,73727906.0,5.540668264148888e-09,7159.022979629994
10330,9475,8423,8024,9307,10180,12272,1,1183781703924.2231,8024.0,103367056.0,8.758821530339925e-08,350.7792345657981
9723,8829,8079,7644,12368,12584,9039,1,1004341614794.2139,7644.0,73026081.0,5.739295882125778e-09,7204.713143116631
9731,8891,8101,7860,11986,13103,9481,1,1104596892803.1924,7860.0,76805581.0,5.316363593025898e-09,6646.7114519321185
9738,8907,8131,7880,12014,13197,9616,1,1130391672080.191,7880.0,78187696.0,5.242438394750195e-09,6538.030646087838
9744,8889,8076,7877,12033,13507,9842,1,1181738949329.1917,7877.0,79483992.0,4.777466831096124e-09,6195.4581458364555
9801,8973,8212,8097,12103,13439,9860,1,1189072815695.1738,8097.0,80970320.0,5.005207132975954e-09,6744.099058222815
9798,8970,8221,8029,12259,13437,9835,1,1185485210519.1804,8029.0,80853535.0,4.90987635460203e-09,6789.433007721924
9789,8942,8148,7869,12056,13370,9766,1,1167642497055.1963,7869.0,79573368.0,5.052467749173649e-09,6277.01780676168
10398,9547,8454,8020,9229,9929,10509,1,996251551304.2288,8020.0,88843086.0,1.4527813328666082e-07,2063.8698603400626
10359,9482,8430,7975,9095,9804,10222,1,950332672475.2301,7975.0,86171460.0,1.7394923593106258e-07,2293.255893308524
10381,9503,8440,7998,9214,9909,9776,1,920639464471.2296,7998.0,82509440.0,1.2765519903881668e-07,3040.1205943950154
10543,9658,8568,8100,9309,10020,10440,1,1010394540143.2318,8100.0,89449920.0,1.503401494669818e-07,2279.8668670916595
10228,9365,8320,7913,9470,10467,11269,1,1104704231194.2263,7913.0,93758080.0,4.7996055869323343e-08,1399.846272235951
9779,8903,8162,7872,12255,13208,9578,1,1126357578557.195,7872.0,78175636.0,5.0631690877117974e-09,6802.6278291359195
9719,8830,8083,7646,12149,12618,9156,1,1020204875529.2134,7646.0,74007948.0,5.907748213042429e-09,6830.382589407829
9746,8875,8085,7700,12045,12829,9383,1,1068395503999.21,7700.0,75861555.0,5.739369410715228e-09,6453.295858554444
9724,8858,8044,7759,12138,12963,9442,1,1084260744019.202,7759.0,75951448.0,5.3783417530340646e-09,6590.636544967514
9771,8899,8075,7883,12052,13388,9733,1,1159659649620.1934,7883.0,78593975.0,4.907208543819518e-09,6336.512856666173
9798,8990,8230,8158,12017,13755,10064,1,1244562564499.1675,8158.0,82826720.0,4.6912780465466026e-09,6526.883701684677
9786,8955,8238,8047,12349,13456,9791,1,1179874388969.1777,8047.0,80658258.0,4.796002614140427e-09,7025.138345958327
10255,9395,8344,7924,9425,10137,9778,1,931306902349.2274,7924.0,81587632.0,6.499617235191838e-08,3183.920934217087
10412,9511,8466,8029,9272,9981,9912,1,941019652517.2289,8029.0,83914992.0,1.0995554524351068e-07,2960.1379992266448
10371,9522,8427,7980,9099,9741,9892,1,917600851277.2305,7980.0,83359884.0,2.4952394681225086e-07,2701.5662430504344
10203,9313,8279,7845,9070,9703,10057,1,908868242549.2312,7845.0,83261903.0,1.4163576718834994e-07,2353.031120079013
10138,9280,8212,7820,9138,9869,10256,1,939364993279.2286,7820.0,84222272.0,9.185761420857125e-08,2121.765045711425
10332,9440,8410,7956,9256,10039,10700,1,1014098702399.2299,7956.0,89987000.0,9.2336248045359e-08,1848.8007712225153
9744,8831,8084,7610,12406,12478,9017,1,993683636509.219,7610.0,72893428.0,5.944206461874978e-09,7175.239678479658
10186,9308,8256,7891,9020,9542,9388,1,833890242015.2253,7891.0,77507328.0,2.2589664808106176e-07,3328.319300079602
10133,9247,8218,7819,9092,9685,10123,1,906663476830.2284,7819.0,83190814.0,1.2584357426103455e-07,2290.743953869711
10112,9240,8203,7830,9013,9703,9590,1,859874150519.2257,7830.0,78666770.0,1.1373558552181132e-07,2966.4171495410337
10173,9279,8276,7801,10084,9935,9753,1,899175287348.2333,7801.0,80715828.0,6.74714299672215e-08,3696.7382828557456
10256,9351,8298,7800,9505,9849,11002,1,1013339779595.2395,7800.0,91294596.0,1.1140128666817874e-07,1470.2462676980322
10302,9436,8408,8014,9877,10125,9753,1,931876081387.2222,8014.0,82003224.0,6.534679166041092e-08,3834.6401625745784
10259,9392,8351,7974,9509,10152,9748,1,929526681423.2228,7974.0,81405548.0,6.220756946572771e-08,3415.3021766649144
10387,9516,8515,8154,9319,10131,12276,1,1183568401235.2148,8154.0,104530140.0,1.0143235874331561e-07,584.1241380237298
10150,9304,8315,7906,9327,9632,10288,1,922048087623.2211,7906.0,85544720.0,1.6686478318957366e-07,2525.531318320991
10068,9170,8192,7806,9393,9760,10594,1,948229645439.2247,7806.0,86786048.0,9.183342739446615e-08,2084.296182515416
10040,9163,8129,7642,9533,9464,8898,1,771696873562.2388,7642.0,72331842.0,1.534889064682133e-07,4168.068952910118
10111,9222,8113,7618,8929,8911,9749,1,801220750343.2466,7618.0,79093637.0,-1.9104356479662917e-07,2143.461935085881
10310,9437,8378,7951,9102,9649,12891,1,1173902752368.2288,7951.0,108000798.0,3.378698485799749e-07,-495.4202616725124
10155,9258,8242,7827,9335,9869,10844,1,990862242923.2292,7827.0,89376248.0,9.094485666385283e-08,1666.3678610898933
10046,9172,8098,7635,8853,9528,11888,1,1038976295463.2401,7635.0,96269024.0,1.9188368680373805e-07,-152.89375319728788
10172,9299,8271,7822,8941,9356,11876,1,1033306060972.2311,7822.0,98226396.0,1.2446348642867634e-06,193.62472145470747
10045,9129,8092,7586,8904,9140,9373,1,782148181247.2448,7586.0,75846316.0,5.779853524520433e-06,2709.6262303893564
10078,9191,8141,7646,8839,8986,9284,1,766843410514.2413,7646.0,75581044.0,-2.7770776111958554e-07,2877.027923602116
10228,9328,8267,7797,8754,9206,10782,1,925965924751.2377,7797.0,89134794.0,-5.373586760052648e-07,1018.296964662306
10199,9306,8241,7765,8689,9127,11298,1,959682059621.2386,7765.0,93106818.0,-3.9263413597473154e-07,358.29260160088234
10068,9205,8155,7686,8655,9154,11199,1,943731588204.2367,7686.0,91327845.0,-1.3356777924464104e-06,420.56400602686335
10072,9190,8127,7661,8618,9064,11096,1,924351070489.2395,7661.0,90177192.0,-5.521933533131567e-07,426.4498664362982
10033,9135,8130,7670,8815,9282,10388,1,880883902709.2356,7670.0,84454440.0,4.246897834172293e-07,1514.9407384620645
10130,9226,8147,7709,8598,8933,9885,1,814755920551.239,7709.0,80533095.0,-2.1707906330555734e-07,1848.9757631194989
10428,9552,8696,8566,12827,12816,10099,1,1236386808959.1785,8566.0,87820904.0,7.194568228363125e-09,7520.601826906728
10327,9506,8586,8226,12811,12145,9734,1,1123875520095.2034,8226.0,83576124.0,9.179808826507837e-09,7271.584244059941
10442,9583,8704,8563,12151,12281,10116,1,1190623543899.18,8563.0,88049664.0,1.0038683053996568e-08,6787.413781567637
10257,9416,8595,8213,12768,12054,9642,1,1094452404407.1993,8213.0,82872990.0,9.248270930014688e-09,7511.881324832135
10367,9523,8629,8472,13026,12645,10056,1,1211008950726.1829,8472.0,86773224.0,7.3968090925836975e-09,7574.785466873971
10522,9711,8835,8787,12656,13417,11000,1,1433303153684.165,8787.0,97185000.0,6.710090359831802e-09,6509.343231465766
10449,9651,8792,8762,12633,13157,10738,1,1363576838357.1614,8762.0,94408496.0,7.0920081518811245e-09,6864.097264699569
10434,9688,8808,8728,12476,12965,10744,1,1349584592383.1636,8728.0,94633152.0,7.916293640031436e-09,6618.2263646465
10524,9698,8841,8834,12473,12848,10526,1,1311624329521.1606,8834.0,93060366.0,8.175743651994696e-09,7088.124613146265
10370,9531,8694,8624,12370,12867,10317,1,1265312047022.1682,8624.0,89695998.0,7.554768462868439e-09,6964.47587661603
10439,9620,8694,8581,12871,12832,10259,1,1266493990839.1782,8581.0,89191746.0,7.370006464930206e-09,7285.906362725535
10466,9640,8799,8690,12731,12898,10589,1,1316686350439.1697,8690.0,93172611.0,7.656040089514752e-09,7001.339058663922
10539,9716,8839,8780,12637,13653,10889,1,1444539474895.167,8780.0,96247871.0,6.126922699117895e-09,6601.0655947600135
10377,9574,8715,8696,12207,12515,10377,1,1243441153379.162,8696.0,90435555.0,9.127636561195534e-09,6853.208827578928
10420,9552,8713,8592,12601,13276,10679,1,1354312333583.1755,8592.0,93046127.0,6.552361237162586e-09,6574.608247240638
10466,9578,8720,8443,13269,13066,10059,1,1258928622891.1934,8443.0,87714480.0,6.2413669964778465e-09,7683.371603001007
10400,9568,8562,8255,12327,11794,9973,1,1125485026431.2063,8255.0,85388826.0,1.2250544057451818e-08,6356.138668026659
10363,9527,8714,8581,12976,12615,10018,1,1204077364167.1719,8581.0,87296852.0,7.576595418707177e-09,7933.223252036623
10417,9623,8782,8869,12642,13410,10674,1,1377504755005.1484,8869.0,93739068.0,6.329127276109621e-09,7250.983969288027
10382,9554,8658,8603,12294,12320,10056,1,1183727014211.1714,8603.0,87064848.0,9.450427973426349e-09,7142.672483985727
10330,9495,8555,8425,9677,11987,11451,1,1303394715539.1846,8425.0,97963305.0,1.7733678729797018e-08,2391.777045261995
10401,9560,8516,8286,9362,11397,11272,1,1228225779999.2034,8286.0,95992352.0,2.6588443982324337e-08,1843.1675495147792
10434,9611,8585,8384,9593,11761,11550,1,1305636425484.1963,8384.0,99156750.0,2.165620444209794e-08,1937.4059257186236
10551,9735,8768,8645,10075,12217,11750,1,1397542172729.1807,8645.0,103024000.0,1.7103964464908572e-08,2642.616990332346
10491,9675,8718,8602,10054,12241,11706,1,1386445534199.1802,8602.0,102052908.0,1.6410734232005224e-08,2654.3823300361073
10435,9622,8635,8486,9841,12120,11695,1,1363938080769.1868,8486.0,100986325.0,1.7507288543435717e-08,2256.615296823602
10442,9608,8615,8487,9918,12144,11758,1,1372000945335.1873,8487.0,101295170.0,1.7045047348360173e-08,2252.3009667884435
10449,9613,8609,8417,9558,11817,11667,1,1325416868923.1943,8417.0,100441203.0,2.1365260588717568e-08,1847.3150811226333
10437,9628,8650,8472,9728,11880,11572,1,1323696048279.1882,8472.0,100097800.0,2.0121865048221685e-08,2262.532930473997
10443,9640,8574,8383,9474,11404,11240,1,1235747107759.1973,8383.0,96371760.0,2.7199129217985817e-08,2116.0486878313714
10459,9655,8687,8462,9522,11192,11009,1,1189702761824.191,8462.0,95635183.0,3.1428144363719264e-08,2694.4303718538395
10404,9567,8603,8411,9706,12290,12019,1,1413257455070.1914,8411.0,103399457.0,1.6519708241142132e-08,1697.8494804571383
10441,9624,8601,8378,9519,11688,11954,1,1344732195671.1975,8378.0,102816354.0,2.3869605652766025e-08,1424.8338209211324
10392,9573,8600,8449,9834,11694,11338,1,1269333581555.187,8449.0,97506800.0,2.0899074215431565e-08,2629.3342146393916
10413,9606,8616,8487,9866,12108,11727,1,1364043661991.185,8487.0,101039832.0,1.7438633537062025e-08,2266.2564519703446
10449,9632,8646,8550,10115,12415,11972,1,1431710362431.182,8550.0,103509912.0,1.4937823141548514e-08,2341.5539648415543
10498,9699,8709,8562,9841,11743,11648,1,1326737586926.1843,8562.0,101442432.0,2.2354764585407368e-08,2392.2387668209703
10471,9662,8636,8429,9593,11058,10815,1,1155583953771.195,8429.0,93398340.0,3.394732393877437e-08,2857.9256533895605
10416,9615,8564,8367,9516,11065,10792,1,1148242953059.1968,8367.0,92422688.0,3.2766706374536936e-08,2702.820278760988
10427,9615,8642,8506,9991,12280,11792,1,1392390475229.184,8506.0,101906464.0,1.5898453066298417e-08,2360.177092279442
10429,9635,8673,8541,10069,12258,11562,1,1365623170814.1812,8541.0,100277226.0,1.5734237223718544e-08,2765.6475959755808
10437,9620,8662,8544,9973,11553,11033,1,1226289403819.1814,8544.0,95567846.0,2.2284591237462616e-08,3289.7096210267227
10489,9682,8705,8527,9881,11468,11078,1,1230109805537.187,8527.0,96433990.0,2.4946103989664412e-08,3049.850095531663
10492,9717,8764,8614,10092,12106,11380,1,1338760102547.179,8614.0,99734320.0,1.738265946232392e-08,3094.6200726891184
10437,9642,8688,8584,10024,12205,11677,1,1374240252665.1777,8584.0,101449776.0,1.6473410287552826e-08,2676.990635681639
9822,8961,8143,7941,11100,12913,9800,1,1134064220822.1914,7941.0,79801400.0,6.750438173742089e-09,5407.501090406935
9806,8959,8153,7922,11190,12648,9532,1,1080176676550.192,7922.0,77714396.0,7.16198602711261e-09,5858.7451619002495
9807,8940,8144,7898,11407,12849,9692,1,1113393428879.1946,7898.0,78931648.0,6.526251808414552e-09,5796.619637436179
9812,8951,8122,7927,10916,12828,9820,1,1127638762981.1921,7927.0,79758040.0,7.120329372098916e-09,5166.191748894529
9810,8941,8116,7941,10961,12610,9600,1,1082434261155.1906,7941.0,77913600.0,7.473655718157307e-09,5549.861084483331
9818,8939,8169,7916,11418,13013,9787,1,1138528249599.1938,7916.0,79950003.0,6.223251087797983e-09,5734.57995037223
10198,9343,8317,8245,10643,11744,10424,1,1143842683138.1917,8245.0,86696408.0,1.4519295972532762e-08,4225.4714585407055
10246,9395,8337,8167,9611,11553,10791,1,1171338160199.203,8167.0,89964567.0,2.0069778563074465e-08,2525.9714182473654
10287,9441,8408,8247,9576,11557,11118,1,1213160324093.1982,8247.0,93480144.0,2.1333599215193087e-08,2261.1360242662886
10274,9458,8461,8306,9739,11834,11448,1,1281408551593.1917,8306.0,96861528.0,1.8579214393292693e-08,2221.911089560759
10307,9497,8482,8250,9555,11442,11102,1,1206475764301.1995,8250.0,94167164.0,2.3787582662814107e-08,2274.1342770182637
10342,9514,8509,8286,9476,11883,11916,1,1347242690217.199,8286.0,101393244.0,2.0248939260191235e-08,1365.7765710997483
10294,9481,8510,8297,9682,11470,10702,1,1163891826449.194,8297.0,91074020.0,2.1950660767461673e-08,3030.367857617355
10335,9511,8530,8314,9628,12186,12120,1,1404801806349.1956,8314.0,103383600.0,1.7253044808580874e-08,1394.0541091623818
10434,9657,8624,8419,9622,11127,10989,1,1180889123138.1934,8419.0,94769136.0,3.2318205404348443e-08,2678.4794804080484
10396,9597,8582,8361,9532,11006,10669,1,1126991026811.1958,8361.0,91561358.0,3.356080790505416e-08,2923.367857147772
10400,9595,8629,8524,9974,11607,11227,1,1250424410709.1804,8524.0,96877783.0,2.1578020205642265e-08,3042.4750372126073
10398,9602,8608,8430,9752,11771,11644,1,1316147407463.1892,8430.0,100231552.0,2.1113675317992826e-08,2147.0714068160923
10982,10181,9080,8764,10685,10881,9997,1,1107554715096.202,8764.0,90772760.0,5.644110059056384e-08,5358.534098169974
11100,10308,9295,9119,11166,11649,10798,1,1296696890675.1785,9119.0,100367410.0,2.7697177103465905e-08,5398.684425850981
10833,10034,8914,8607,11197,11548,10105,1,1170982389435.2053,8607.0,90075970.0,2.2493767856959635e-08,5401.56123554373
11078,10266,9216,8965,10954,11474,10598,1,1248455117687.191,8965.0,97671168.0,3.1550441354388275e-08,5123.015649981782
10923,10144,9039,8803,10577,11277,10330,1,1181780554655.194,8803.0,93372870.0,3.481323200383567e-08,4847.196182702744
10990,10160,9198,8994,10792,11626,10703,1,1264333524159.1816,8994.0,98446194.0,2.6344302185451582e-08,5037.756301559002
10855,10022,8947,8632,10844,11639,10254,1,1196178345565.2048,8632.0,91742538.0,2.230508530064806e-08,4924.761244265988
11033,10251,9231,8990,10713,11590,10678,1,1268738090000.1853,8990.0,98568618.0,2.9333939183401195e-08,4902.299924130013
10979,10167,9063,8818,10669,11366,10502,1,1213683540764.1968,8818.0,95179626.0,3.2763905272834336e-08,4666.680426071438
10865,10028,8894,8598,10564,11106,10281,1,1145094111039.2087,8598.0,91439214.0,3.681910279110892e-08,4452.779525488924
10955,10156,9144,8926,11078,11855,10739,1,1293061808283.1853,8926.0,98197416.0,2.130512983675711e-08,5090.273490271884
11043,10246,9198,8945,10786,11643,10845,1,1293839603117.1902,8945.0,99752310.0,2.804089324052863e-08,4589.166179730575
11021,10266,9339,9194,11167,11680,10984,1,1317153044093.166,9194.0,102579576.0,2.6690070450682986e-08,5465.250592778819
10826,9977,8945,8687,11404,12094,10255,1,1237476392954.1975,8687.0,91730975.0,1.4986491955801696e-08,5652.993240669253
10920,10081,9059,8840,10887,11546,10547,1,1227711772400.1904,8840.0,95545273.0,2.557056223907456e-08,4997.769613312001
10836,9978,8926,8668,11111,11679,10232,1,1192455354011.2,8668.0,91330832.0,2.021175997179583e-08,5325.412141039076
10226,9418,8516,8430,10271,12415,11261,1,1316766660357.1758,8430.0,95898676.0,1.2583113869858003e-08,3339.697963014627
10262,9454,8569,8519,10155,12655,11491,1,1374868502995.17,8519.0,98466379.0,1.1968305904938412e-08,3123.6922625538973
10303,9572,8710,8700,10563,13136,11783,1,1481651775255.1555,8700.0,102629930.0,1.0002111948877651e-08,3546.5667605833914
10239,9452,8683,8805,10948,13256,11706,1,1466793676387.1401,8805.0,101643198.0,8.651971181162892e-09,4383.920406971061
10326,9536,8661,8576,10108,12749,12054,1,1465541180351.1694,8576.0,104399694.0,1.2599250529726065e-08,2533.0379810596023
10300,9492,8733,8823,10966,13320,11716,1,1481377076675.1436,8823.0,102315828.0,8.579093083016796e-09,4374.351370659875
10331,9516,8679,8651,10335,12507,11532,1,1372582158947.1628,8651.0,100086228.0,1.2843615889866064e-08,3498.4315010252976
10315,9490,8594,8552,10352,13012,11951,1,1475837406939.171,8552.0,102706894.0,1.060746651421957e-08,2827.353091234556
10311,9458,8501,8418,9793,12070,11409,1,1302509708997.1836,8418.0,96987909.0,1.6293790434941263e-08,2536.1128890921827
