B1,B2,B3,B4,B5,B6,B7,Class,Hyperfeature_1,Hyperfeature_2,Hyperfeature_3,Hyperfeature_4,Hyperfeature_5,Hyperfeature_6,Hyperfeature_7,Hyperfeature_8,Hyperfeature_9,Hyperfeature_10
10287,9402,8366,8013,8897,9532,9445,1,7884.99011493227,8013.0,946630952489440.0,97170158.94303516,0.17116901745158977,-0.41559838477310285,16915.76474820144,8897.0,17458.0,67028745.0
10321,9445,8409,8100,9049,9923,9671,1,7994.044376493043,8100.0,1074326462523621.0,99824060.95604633,0.1868236413366631,-0.31491018963739115,17155.367924528302,9049.0,17771.0,68104800.0
10299,9407,8392,8081,8955,9583,9316,1,7950.379308804809,8081.0,810265574992640.0,95954798.94932371,0.14716396568160153,-0.5008529671910875,17042.012648809523,8955.0,17397.0,67807671.0
10275,9382,8354,7981,8866,9547,9334,1,7844.261015496357,7981.0,881362432411032.0,95916182.94159588,0.16195834330859468,-0.451168123768542,16852.66430092264,8866.0,17315.0,66665293.0
10311,9420,8421,8087,8973,9621,9359,1,7957.298122013807,8087.0,844197172644168.0,96510006.9499831,0.15105094406840042,-0.4807696033491077,17066.044095665173,8973.0,17446.0,68092540.0
10679,9919,9198,9181,11995,13078,11378,1,9315.647875884988,9181.0,2114865715481064.0,121517039.17297521,0.23885627310284843,0.4111435133219383,21169.023556231004,11995.0,20559.0,84437657.0
10804,10021,9123,8839,10795,11349,10502,1,8790.86803731338,8839.0,1453582256116554.0,113474109.07156374,0.18228652855420366,-0.1424660898021345,20616.11111111111,10795.0,19341.0,80629358.0
10792,10014,9185,9026,11345,11892,10637,1,9002.244038898874,9026.0,1445682822994575.0,114805140.11720124,0.1753946652150245,-0.07859052062680251,20354.678119349006,11345.0,19663.0,82894784.0
10666,9904,9135,8987,11593,12175,10482,1,8960.499684444405,8987.0,1307682920202750.0,111811493.14558166,0.16365626710454298,-0.09175729090915678,20570.30528586839,11593.0,19469.0,82087258.0
10681,9904,9098,8964,11433,11957,10460,1,8932.130564071023,8964.0,1295254599168640.0,111733719.1336212,0.1644317432402726,-0.11205217445777156,20385.07978723404,11433.0,19424.0,81545508.0
10683,9937,9201,9194,11850,12716,11118,1,9268.98082095212,9194.0,1810930564859832.0,118784711.16133222,0.20910770568416476,0.267022274118389,21036.121679520136,11850.0,20312.0,84584800.0
10769,9987,9105,8761,10910,11487,10543,1,8722.475637154406,8761.0,1557513452716650.0,113548109.08447076,0.1957166392092257,-0.09595355581791722,19608.86524822695,10910.0,19304.0,79760144.0
10810,10000,9078,8745,10584,11537,10869,1,8756.146736196593,8745.0,1902499091163504.0,117504758.0550397,0.2339722405816259,0.025675983247379974,19367.694690265485,10584.0,19614.0,79378365.0
10704,9967,9190,9084,11496,12188,10775,1,9094.85995865707,9084.0,1538834481452500.0,115346374.13288969,0.1840043525571273,0.03896837308605296,20568.530303030304,11496.0,19859.0,83472876.0
10666,9941,9229,9255,12120,12769,10829,1,9278.444044138629,9255.0,1451785229981086.0,115512942.1796875,0.17054935529309784,0.10392001826113226,21368.634800550208,12120.0,20084.0,85405140.0
10681,9907,9165,9073,11811,12981,11200,1,9171.238494706744,9073.0,2001015492840000.0,119638399.16110587,0.2320785597381342,0.2673033398113795,20875.970796460177,11811.0,20273.0,83144972.0
10678,9923,9166,9079,11905,13547,11744,1,9320.525419388969,9079.0,2629498707954560.0,125414175.16639036,0.2907484180667685,0.5198760783182598,20976.60065199674,11905.0,20823.0,83209035.0
10666,9936,9218,9161,11838,13317,11576,1,9350.495381740926,9161.0,2375467323804960.0,123481191.16057117,0.2619874159253634,0.5060151807314457,20991.183447098978,11838.0,20737.0,84436937.0
10832,9977,9045,8729,10457,11424,10889,1,8739.913449466183,8729.0,1924238462886000.0,117960536.04576029,0.23880597014925373,0.02558271691596424,19209.27733333333,10457.0,19618.0,78945076.0
10730,9928,9022,8726,10548,11576,10933,1,8766.587383298054,8726.0,1964026425375404.0,117322022.05864209,0.24462425182886277,0.09210517834936244,19321.945054945056,10548.0,19659.0,78717246.0
10621,9892,9133,9058,11768,12403,10737,1,9075.866197089137,9058.0,1503697800747447.0,114048413.1593106,0.1838388262345341,0.06301797524849712,20818.102877070618,11768.0,19795.0,82717656.0
10605,9931,9270,9272,12060,12614,10700,1,9284.449592404178,9272.0,1313020338840000.0,113484199.17643361,0.1540453074433657,0.06469686402971757,21325.627491408934,12060.0,19972.0,85942168.0
10639,9849,9123,9068,11890,12720,10841,1,9100.754534390913,9068.0,1599754828817997.0,115348239.17155722,0.19434396580072344,0.1109162255893816,20950.751398880897,11890.0,19909.0,82718296.0
10631,9875,9116,9060,11735,12946,11229,1,9175.17989211363,9060.0,2023994215000656.0,119386727.15839952,0.23793330408073718,0.31930446787321687,20786.793478260868,11735.0,20289.0,82581900.0
10675,9950,9228,9263,12095,13011,11243,1,9362.735160476475,9263.0,1895669281661760.0,120030267.17724934,0.21456436931079323,0.3629822364326787,21351.47676056338,12095.0,20506.0,85469701.0
10759,9917,8922,8534,10079,11140,10884,1,8560.548949065142,8534.0,2036014343301600.0,117111839.01592003,0.26339385787939923,0.05280012356127882,18625.55,10079.0,19418.0,76131814.0
10655,9791,8845,8618,10947,11823,10195,1,8546.549190688846,8618.0,1257808710447875.0,108637919.10547902,0.1782928208027134,-0.17815009597121603,19535.486301369863,10947.0,18813.0,76217592.0
10599,9732,8759,8469,10100,11323,10330,1,8420.171321458623,8469.0,1474876810754530.0,109497999.03629047,0.21246717661833542,-0.11191620460539509,18585.971943887776,10100.0,18799.0,74171502.0
10651,9912,9171,9115,11806,12836,11245,1,9227.191122691573,9115.0,2014524020345850.0,119781739.16032559,0.23225384363755316,0.3330213834269074,20913.108225108226,11806.0,20360.0,83584550.0
10627,9877,9122,9088,11857,12765,11068,1,9166.58697422648,9088.0,1823536566941760.0,117630703.16688973,0.2170576627932471,0.24571488794471216,20937.61138211382,11857.0,20156.0,82891648.0
10634,9768,8849,8620,10831,11659,10295,1,8564.53246351601,8620.0,1350297776544125.0,109487324.09801944,0.1892869250762798,-0.14076631330886627,19407.243654822334,10831.0,18915.0,76269760.0
10585,9785,9022,8949,11575,12366,10726,1,8972.068212125741,8949.0,1551425287481368.0,113545435.15453748,0.19696297938372867,0.0756379852367631,20514.960606060606,11575.0,19675.0,80728929.0
10610,9732,8858,8609,12516,12499,9888,1,8515.386180549312,8609.0,992316822995328.0,104921567.22234845,0.14438925265296906,-0.22095787690578933,21120.483210912906,12516.0,18497.0,76249913.0
10692,9914,9048,8828,10798,11671,10746,1,8837.298338545086,8828.0,1687332310739712.0,114906977.08173676,0.21198054818744475,0.02620487163172403,19542.716981132075,10798.0,19574.0,79866916.0
10706,9917,8954,8634,10226,11020,10621,1,8617.719488704512,8634.0,1691988691353532.0,113719046.03006572,0.22191199463926736,-0.039132403141151836,18877.9875,10226.0,19255.0,77300202.0
10626,9746,8819,8589,10442,11502,10191,1,8520.305863126561,8589.0,1269749348140302.0,108299756.0665186,0.1816532486676494,-0.18782537167220173,19077.679347826088,10442.0,18780.0,75737802.0
10590,9733,8785,8511,10121,11292,10328,1,8464.54905040354,8511.0,1448287186120600.0,109383847.03819057,0.20682982356289129,-0.1142570494466473,18650.14712153518,10121.0,18839.0,74760624.0
10672,9827,8872,8687,11022,12621,10782,1,8708.013524931084,8687.0,1777978156383360.0,115076285.10830697,0.2361361587015329,0.041141595927699566,19684.18,11022.0,19469.0,77062377.0
10559,9703,8782,8549,12068,12699,10299,1,8504.527207751413,8549.0,1390016553933000.0,108757439.19588189,0.19927123662035984,-0.08004773912090742,20611.33465871438,12068.0,18848.0,75068769.0
10537,9661,8743,8534,10964,11957,10308,1,8494.26758792387,8534.0,1397812700513208.0,108625703.11872734,0.20290518128788745,-0.08916217547134082,19478.01405152225,10964.0,18842.0,74604228.0
10614,9834,9074,9024,11678,12402,10796,1,9053.58555335895,9024.0,1575158072667712.0,114599539.15779851,0.19528322680185145,0.10186026136966629,20693.51879699248,11678.0,19820.0,81874752.0
10576,9833,9106,9081,11725,12204,10621,1,9087.270745471062,9081.0,1356255216556240.0,112338316.161258,0.16911926202503844,0.027896133302400716,20798.096605744126,11725.0,19702.0,82682505.0
10679,9832,8888,8651,10727,11796,10659,1,8646.871658121881,8651.0,1690784518291968.0,113838119.08330727,0.22592259225922592,-0.008296591060506214,19197.770833333332,10727.0,19310.0,76881437.0
10630,9907,9186,9206,12007,12844,11120,1,9290.049658938895,9206.0,1795972170833280.0,118216719.17479956,0.20836054866100587,0.3098681071409959,21206.31445170661,12007.0,20326.0,84557110.0
10614,9861,9115,9057,11748,12748,11189,1,9166.237711283271,9057.0,1981946012047300.0,118771234.16052122,0.23390016456390564,0.31931995872165536,20797.013227513227,11748.0,20246.0,82545498.0
10667,9833,8896,8726,11274,12220,10275,1,8666.62341908606,8726.0,1259571416985600.0,109613699.12770464,0.17412320143884893,-0.15161380628466395,19985.624382207578,11274.0,19001.0,77617770.0
10649,9810,8841,8631,10673,11662,10206,1,8562.33325914236,8631.0,1256431752270450.0,108693899.0807292,0.17814726840855108,-0.17973017412240355,18944.375,10673.0,18837.0,76298040.0
10641,9778,8854,8652,10952,11625,10087,1,8572.913194469795,8652.0,1134731098136020.0,107345853.10707225,0.16207363903320532,-0.2304621769305795,19576.180064308683,10952.0,18739.0,76596156.0
10644,9806,8883,8675,10644,11595,10314,1,8622.249233834715,8675.0,1333906549223094.0,109792529.07859872,0.18450973770122706,-3335067.8791918303,,10644.0,18989.0,77051350.0
10628,9792,8842,8620,10433,11571,10455,1,8589.289831433818,8620.0,1499895930767700.0,111126194.06130388,0.2075322325265777,-0.07569537440059558,19097.20512820513,10433.0,19075.0,76209420.0
10647,9816,8871,8617,10442,11658,10609,1,8609.496514541943,8617.0,1663063921167048.0,112964631.05981514,0.22455191072032465,-0.016231511762828898,19101.034146341462,10442.0,19226.0,76432790.0
10653,9926,9247,9326,12347,13080,11136,1,9404.236624259249,9326.0,1723492954525440.0,118642943.19598755,0.19573915864604738,0.34382155992829977,21667.49468713105,12347.0,20462.0,86228196.0
10640,9791,8867,8668,10868,11997,10554,1,8652.294028482502,8668.0,1564992264249516.0,112305113.09897709,0.21269877072290516,-0.035685588087941235,19497.98245614035,10868.0,19222.0,76850488.0
10707,9834,8917,8716,11190,12292,10442,1,8671.888606155375,8716.0,1433052211054988.0,111812935.12106694,0.1935628574632724,-0.10207817029026871,19887.954451345755,11190.0,19158.0,77711856.0
10672,9875,8937,8642,10373,11174,10620,1,8631.945291801807,8642.0,1677777322002840.0,113347259.04786485,0.2213270672485174,-0.02390740343952595,19043.903010033446,10373.0,19262.0,77224912.0
10633,9837,8978,8813,10903,11646,10591,1,8805.63284974102,8813.0,1517846756098232.0,112624693.09764482,0.19803965248384942,-0.02109072173621575,19683.359259259258,10903.0,19404.0,79114301.0
10573,9810,9059,9033,11696,12566,10940,1,9096.672765713098,9033.0,1712097662600980.0,115679559.16114844,0.21050888619052877,0.21175200464902652,20720.956366874445,11696.0,19973.0,81820914.0
10591,9816,9036,8953,11532,12422,11007,1,9030.303709956954,8953.0,1845958147401888.0,116586143.14869642,0.2273129703408588,0.22143358525812248,20475.48565356004,11532.0,19960.0,80890355.0
10691,9825,8884,8696,10751,11986,10649,1,8687.946518248993,8696.0,1641451934383632.0,113859107.08600684,0.21983340837460602,-0.017761747250971644,19302.066666666666,10751.0,19345.0,77246568.0
10594,9861,9092,9004,11531,12561,11246,1,9133.638136475125,9004.0,2084263108326848.0,119151369.14472014,0.24659040915090188,0.35475350717755444,20525.39060832444,11531.0,20250.0,81855364.0
10671,9826,8933,8773,11402,12534,10623,1,8764.325384802087,8773.0,1568243794996950.0,113368655.13811459,0.20709727974924438,-0.01914963129338211,20162.998632010946,11402.0,19396.0,78360436.0
10612,9826,9023,8884,11301,12019,10898,1,8936.523259630038,8884.0,1786932651602588.0,115660473.13040479,0.22320735897151722,0.14805451817994097,20172.10595065312,11301.0,19782.0,80151448.0
10533,9744,8935,8758,11097,11779,10483,1,8749.46991087067,8758.0,1443656261664375.0,110427921.12180597,0.19306099608282037,-0.02448712122139087,19839.471631205673,11097.0,19241.0,78243972.0
10571,9796,8981,8798,11051,11913,10779,1,8835.890849898358,8798.0,1722314033446839.0,113955587.11344466,0.220576773187841,0.10269057062726537,19830.670833333334,11051.0,19577.0,79006040.0
10668,9803,8894,8751,11794,12421,10301,1,8695.508245840867,8751.0,1263005772755800.0,109901368.16871452,0.1742747919946031,-0.13892647307093303,20537.228241563054,11794.0,19052.0,77822643.0
10656,9868,9053,8946,11534,12691,11336,1,9089.001432461017,8946.0,2220459104509360.0,120807751.1443373,0.2640008836849663,0.3334194277427431,20469.810933940775,11534.0,20282.0,80979192.0
10672,9890,9073,8969,11545,12479,11054,1,9040.721187117264,8969.0,1897262143867110.0,117979341.1432448,0.22980271134134245,0.19003905267367938,20503.726231386026,11545.0,20023.0,81366768.0
10679,9931,9228,9224,12132,12982,11094,1,9293.668518149268,9224.0,1766627309747520.0,118483919.18132512,0.20264412657130473,0.25193128053086616,21349.651754989678,12132.0,20318.0,85109848.0
10682,9798,8891,8734,11604,12230,10319,1,8677.964750716172,8734.0,1292909419431815.0,110237876.15553111,0.17827016083680125,-0.14186515631536958,20328.527114967463,11604.0,19053.0,77645260.0
10636,9772,8863,8690,11287,12088,10309,1,8638.35539832926,8690.0,1311067002410399.0,109656832.13411382,0.18266952499153785,-0.13100131098591458,19963.651305683565,11287.0,18999.0,77010780.0
10639,9787,8843,8633,10753,11911,10500,1,8607.94419260704,8633.0,1532967215671500.0,111719999.08971119,0.21112744543706888,-0.056724828435983726,19310.27192982456,10753.0,19133.0,76332986.0
10652,9800,8870,8640,10467,11786,10572,1,8625.021994312236,8640.0,1606983864897600.0,112623515.06359117,0.2178128523111612,-0.03446956127742881,19153.702702702703,10467.0,19212.0,76628160.0
10656,9847,8939,8734,10785,12062,10717,1,8744.936121085317,8734.0,1698141280510731.0,114211068.08684859,0.22183689450721558,0.02634102684970776,19451.294573643412,10785.0,19451.0,78064492.0
10669,9839,8912,8714,10755,11878,10681,1,8715.858826679145,8714.0,1668655294009088.0,113966269.08504345,0.22071364452423697,0.005245019361971544,19367.674418604653,10755.0,19395.0,77650454.0
10647,9811,8915,8756,12180,12416,10187,1,8691.136623963583,8756.0,1158586956728325.0,108471175.19440505,0.16051598429613012,-0.16707054480264802,20930.288323548597,12180.0,18943.0,78050984.0
10696,9836,8897,8738,10936,12222,10531,1,8709.584526402885,8738.0,1494641661136547.0,112650106.10046653,0.20152860514780263,-0.06794695181236092,19637.591666666667,10936.0,19269.0,77733248.0
10636,9778,8846,8617,11981,12523,10166,1,8545.115987151747,8617.0,1232240257581944.0,108135741.18377946,0.17510739317205518,-0.14946214400754523,20591.593308550186,11981.0,18783.0,76217365.0
10625,9760,8839,8611,11444,12597,10569,1,8600.292577738492,8611.0,1616787166221942.0,112306193.1470481,0.2215182712976581,-0.019311163995059145,20044.48595848596,11444.0,19180.0,76104018.0
10640,9778,8812,8583,10493,11864,10512,1,8559.15228045825,8583.0,1574586620358912.0,111858191.06801043,0.21890603722197005,-0.05167636772903328,19134.38775510204,10493.0,19095.0,75624813.0
10711,9841,8909,8689,10565,11835,10524,1,8656.051931083224,8689.0,1532762356342740.0,112733087.06839705,0.20597148950499494,-0.08017048966527282,19313.513698630137,10565.0,19213.0,77401612.0
10673,9825,8883,8718,10763,12120,10502,1,8688.62540905127,8718.0,1478380372982352.0,112098347.08702724,0.2008330518968817,-0.07161158412248177,19384.133333333335,10763.0,19220.0,77433276.0
10662,9813,8894,8749,10984,12110,10614,1,8740.2369735503,8749.0,1565857257975960.0,113177081.1064911,0.2096919271418934,-0.020924893496154624,19705.829192546586,10984.0,19363.0,77804857.0
10624,9769,8849,8733,11278,12429,10449,1,8703.959427364776,8733.0,1404042981453684.0,111020624.13369165,0.19392021697366935,-0.07100932559619984,19997.646788990827,11278.0,19182.0,77269584.0
10721,9824,8854,8676,11250,12315,10381,1,8619.85129432113,8676.0,1387530727840180.0,111305081.12664504,0.19256833069798962,-0.1242164530473638,19909.599243856333,11250.0,19057.0,76808628.0
10630,9751,8783,8512,11317,11733,10050,1,8422.954080301219,8512.0,1192362098564100.0,106841549.13826366,0.17511100990549927,-0.200599130516551,19816.609898107716,11317.0,18562.0,74752384.0
10613,9749,8826,8635,11670,12479,10320,1,8586.868413123502,8635.0,1354588701019200.0,109536479.16450994,0.19091321096759575,-0.10225913766544058,20296.83065279092,11670.0,18955.0,76203875.0
10618,9741,8788,8575,10745,11851,10417,1,8539.119257878783,8575.0,1481877781571616.0,110618122.09331518,0.20960400546199362,-0.08012164732566679,19252.48031496063,10745.0,18992.0,75348525.0
10671,9814,8851,8599,10328,11467,10300,1,8537.397738422818,8599.0,1372543823580300.0,109921599.04962759,0.1921816743870749,-0.15754973644437498,18952.06997084548,10328.0,18899.0,76101150.0
10619,9781,8868,8707,11005,12374,10492,1,8685.075445143002,8707.0,1472813889785280.0,111425039.11110745,0.2012855209742896,-0.05137588347361579,19689.443005181347,11005.0,19199.0,77204969.0
10573,9718,8775,8632,11161,12346,10319,1,8590.172494654984,8632.0,1340438661095625.0,109113105.12917948,0.19225071225071225,-0.09710447042474318,19778.319727891158,11161.0,18951.0,75737168.0
10717,9837,8902,8773,11558,12299,10317,1,8712.864074758612,8773.0,1262338728146592.0,110577605.14879535,0.17344416984947203,-0.15665609086245946,20320.56837098692,11558.0,19090.0,78088473.0
10674,9786,8853,8637,10503,11836,10481,1,8602.698306859864,8637.0,1514762573621076.0,111884674.0681351,0.2082909748107986,-0.08191146753549942,19190.508771929824,10503.0,19118.0,76454724.0
10737,9872,8883,8711,11112,11989,10225,1,8634.906359870569,8711.0,1221542315717850.0,109796049.11147372,0.1704379151187662,-0.19682154262754684,19799.770666666667,11112.0,18936.0,77371102.0
10761,9874,8880,8627,10835,11981,10230,1,8543.487775952934,8627.0,1293108860736000.0,110095259.08857113,0.180518018018018,-0.19064495210212,19345.41891891892,10835.0,18857.0,76599133.0
10706,9830,8831,8559,10422,11284,10146,1,8471.090258599635,8559.0,1255716365226822.0,108633221.05666342,0.17970784735590534,-0.22669923403845685,19011.13732394366,10422.0,18705.0,75575970.0
10629,9753,8797,8563,11070,11748,10107,1,8482.966571449617,8563.0,1207643492984472.0,107437409.11885257,0.1755143799022394,-0.19510753709594117,19613.582766439908,11070.0,18670.0,75320148.0
10619,9739,8826,8637,10686,12006,10480,1,8612.21816935064,8637.0,1504577157560640.0,111297599.08849655,0.20881486517108544,-0.058523676359682635,19194.089552238805,10686.0,19117.0,76221525.0
10643,9791,8812,8551,10297,11944,10763,1,8575.25705527694,8551.0,1848704251024064.0,114561371.04900627,0.25102133454380393,0.04771630961608578,18872.71387283237,10297.0,19314.0,75342861.0
10603,9758,8852,8694,11195,12382,10649,1,8702.110573961476,8694.0,1631317140005680.0,112921995.12825052,0.22085404428377767,0.018648907522483597,19874.31418918919,11195.0,19343.0,76950594.0
10651,9751,8811,8667,10953,12102,10598,1,8657.002326248537,8667.0,1588753760230098.0,112889895.10962422,0.2191578708432641,-0.022194454539414096,19591.30132450331,10953.0,19265.0,76356270.0
10602,9686,8752,8528,10743,11760,10365,1,8485.657257706,8528.0,1458455157899520.0,109900094.09826632,0.20989488117001828,-0.09471016876210035,19210.517730496453,10743.0,18893.0,74628528.0
10717,9864,8921,8722,11475,12366,10305,1,8658.42764082441,8722.0,1298243000348415.0,110448989.14028527,0.17744647461046967,-0.14827555948140733,20185.49340369393,11475.0,19027.0,77800240.0
10747,9867,8883,8625,10437,11658,10306,1,8552.740119523045,8625.0,1367027262603954.0,110768887.05447733,0.18923787008893392,-0.1762805102063791,19089.822580645163,10437.0,18931.0,76607250.0
10767,9891,8915,8712,10937,12003,10497,1,8665.76106445977,8712.0,1489176289022625.0,113031695.0955172,0.20022434099831743,-0.10621846784778186,19597.75294117647,10937.0,19209.0,77658768.0
